Labour market region (SA4): ASGS (2011),date,percent of parttime workers,sa4_code_2011
406 South Australia - Outback,2005-11-01,7.90,406
407 South Australia - South East,2005-11-01,9.08,407
502 Mandurah,2005-11-01,7.63,502
503 Perth - Inner,2005-11-01,7.55,503
504 Perth - North East,2005-11-01,7.92,504
505 Perth - North West,2005-11-01,9.05,505
506 Perth - South East,2005-11-01,9.67,506
507 Perth - South West,2005-11-01,9.03,507
501 Bunbury,2005-11-01,9.77,501
508 Western Australia - Outback,2005-11-01,7.47,508
509 Western Australia - Wheat Belt,2005-11-01,8.52,509
601 Hobart,2005-11-01,6.35,601
602 Launceston and North East,2005-11-01,9.91,602
603 Tasmania - South East,2005-11-01,8.71,603
604 Tasmania - West and North West,2005-11-01,9.05,604
701 Darwin,2005-11-01,7.68,701
702 Northern Territory - Outback,2005-11-01,8.94,702
801 Australian Capital Territory,2005-11-01,15.68,801
102 Central Coast,2006-11-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2006-11-01,11.10,115
116 Sydney - Blacktown,2006-11-01,6.74,116
117 Sydney - City and Inner South,2006-11-01,6.90,117
118 Sydney - Eastern Suburbs,2006-11-01,10.01,118
119 Sydney - Inner South West,2006-11-01,7.86,119
120 Sydney - Inner West,2006-11-01,7.25,120
121 Sydney - North Sydney and Hornsby,2006-11-01,8.51,121
122 Sydney - Northern Beaches,2006-11-01,6.65,122
123 Sydney - Outer South West,2006-11-01,9.46,123
124 Sydney - Outer West and Blue Mountains,2006-11-01,8.53,124
125 Sydney - Parramatta,2006-11-01,11.70,125
126 Sydney - Ryde,2006-11-01,6.30,126
127 Sydney - South West,2006-11-01,8.92,127
128 Sydney - Sutherland,2006-11-01,6.77,128
101 Capital Region,2006-11-01,7.73,101
103 New South Wales - Central West,2006-11-01,7.68,103
104 Coffs Harbour - Grafton,2006-11-01,8.16,104
105 Far West and Orana,2006-11-01,8.35,105
106 Hunter Valley exc Newcastle,2006-11-01,9.46,106
107 Illawarra,2006-11-01,10.28,107
108 Mid North Coast,2006-11-01,9.32,108
109 Murray,2006-11-01,8.75,109
110 New England and North West,2006-11-01,7.30,110
111 Newcastle and Lake Macquarie,2006-11-01,8.14,111
112 Richmond - Tweed,2006-11-01,8.57,112
113 Riverina,2006-11-01,11.79,113
114 Southern Highlands and Shoalhaven,2006-11-01,10.75,114
206 Melbourne - Inner,2006-11-01,11.62,206
207 Melbourne - Inner East,2006-11-01,7.88,207
208 Melbourne - Inner South,2006-11-01,7.59,208
209 Melbourne - North East,2006-11-01,5.86,209
210 Melbourne - North West,2006-11-01,8.14,210
211 Melbourne - Outer East,2006-11-01,10.13,211
212 Melbourne - South East,2006-11-01,8.47,212
213 Melbourne - West,2006-11-01,6.93,213
214 Mornington Peninsula,2006-11-01,8.21,214
201 Ballarat,2006-11-01,9.61,201
202 Bendigo,2006-11-01,7.85,202
203 Geelong,2006-11-01,7.69,203
204 Hume,2006-11-01,8.35,204
205 Latrobe - Gippsland,2006-11-01,8.74,205
215 Victoria - North West,2006-11-01,7.30,215
216 Shepparton,2006-11-01,8.93,216
217 Warrnambool and South West,2006-11-01,7.82,217
301 Brisbane - East,2006-11-01,7.28,301
302 Brisbane - North,2006-11-01,7.28,302
303 Brisbane - South,2006-11-01,9.49,303
304 Brisbane - West,2006-11-01,7.19,304
305 Brisbane Inner City,2006-11-01,8.06,305
310 Ipswich,2006-11-01,7.96,310
311 Logan - Beaudesert,2006-11-01,12.56,311
313 Moreton Bay - North,2006-11-01,8.28,313
314 Moreton Bay - South,2006-11-01,10.27,314
306 Cairns,2006-11-01,7.37,306
307 Darling Downs - Maranoa,2006-11-01,9.55,307
308 Fitzroy,2006-11-01,6.10,308
309 Gold Coast,2006-11-01,8.09,309
312 Mackay,2006-11-01,9.69,312
315 Queensland - Outback,2006-11-01,7.32,315
316 Sunshine Coast,2006-11-01,7.04,316
317 Toowoomba,2006-11-01,8.85,317
318 Townsville,2006-11-01,6.19,318
319 Wide Bay,2006-11-01,9.92,319
401 Adelaide - Central and Hills,2006-11-01,6.98,401
402 Adelaide - North,2006-11-01,8.06,402
403 Adelaide - South,2006-11-01,8.95,403
404 Adelaide - West,2006-11-01,10.58,404
405 Barossa - Yorke - Mid North,2006-11-01,9.19,405
406 South Australia - Outback,2006-11-01,7.10,406
407 South Australia - South East,2006-11-01,12.14,407
502 Mandurah,2006-11-01,7.22,502
503 Perth - Inner,2006-11-01,7.22,503
504 Perth - North East,2006-11-01,7.51,504
505 Perth - North West,2006-11-01,10.90,505
506 Perth - South East,2006-11-01,8.67,506
507 Perth - South West,2006-11-01,8.88,507
501 Bunbury,2006-11-01,9.18,501
508 Western Australia - Outback,2006-11-01,7.95,508
509 Western Australia - Wheat Belt,2006-11-01,7.38,509
601 Hobart,2006-11-01,6.71,601
602 Launceston and North East,2006-11-01,10.53,602
603 Tasmania - South East,2006-11-01,9.01,603
604 Tasmania - West and North West,2006-11-01,9.37,604
701 Darwin,2006-11-01,8.34,701
702 Northern Territory - Outback,2006-11-01,10.52,702
801 Australian Capital Territory,2006-11-01,12.65,801
102 Central Coast,2007-11-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2007-11-01,9.16,115
116 Sydney - Blacktown,2007-11-01,7.67,116
117 Sydney - City and Inner South,2007-11-01,9.80,117
118 Sydney - Eastern Suburbs,2007-11-01,9.13,118
119 Sydney - Inner South West,2007-11-01,8.92,119
120 Sydney - Inner West,2007-11-01,9.19,120
121 Sydney - North Sydney and Hornsby,2007-11-01,8.18,121
122 Sydney - Northern Beaches,2007-11-01,6.29,122
123 Sydney - Outer South West,2007-11-01,7.70,123
124 Sydney - Outer West and Blue Mountains,2007-11-01,7.32,124
125 Sydney - Parramatta,2007-11-01,9.73,125
126 Sydney - Ryde,2007-11-01,7.68,126
127 Sydney - South West,2007-11-01,6.05,127
128 Sydney - Sutherland,2007-11-01,5.93,128
101 Capital Region,2007-11-01,9.74,101
103 New South Wales - Central West,2007-11-01,9.09,103
104 Coffs Harbour - Grafton,2007-11-01,6.17,104
105 Far West and Orana,2007-11-01,7.97,105
106 Hunter Valley exc Newcastle,2007-11-01,11.81,106
107 Illawarra,2007-11-01,11.13,107
108 Mid North Coast,2007-11-01,10.77,108
109 Murray,2007-11-01,11.44,109
110 New England and North West,2007-11-01,9.90,110
111 Newcastle and Lake Macquarie,2007-11-01,8.99,111
112 Richmond - Tweed,2007-11-01,10.41,112
113 Riverina,2007-11-01,10.28,113
114 Southern Highlands and Shoalhaven,2007-11-01,8.66,114
206 Melbourne - Inner,2007-11-01,9.66,206
207 Melbourne - Inner East,2007-11-01,8.12,207
208 Melbourne - Inner South,2007-11-01,7.12,208
209 Melbourne - North East,2007-11-01,8.79,209
210 Melbourne - North West,2007-11-01,7.67,210
211 Melbourne - Outer East,2007-11-01,7.42,211
212 Melbourne - South East,2007-11-01,7.96,212
213 Melbourne - West,2007-11-01,7.07,213
214 Mornington Peninsula,2007-11-01,8.84,214
201 Ballarat,2007-11-01,9.25,201
202 Bendigo,2007-11-01,8.92,202
203 Geelong,2007-11-01,9.26,203
204 Hume,2007-11-01,8.88,204
205 Latrobe - Gippsland,2007-11-01,9.31,205
215 Victoria - North West,2007-11-01,8.61,215
216 Shepparton,2007-11-01,6.71,216
217 Warrnambool and South West,2007-11-01,9.28,217
301 Brisbane - East,2007-11-01,6.95,301
302 Brisbane - North,2007-11-01,8.64,302
303 Brisbane - South,2007-11-01,9.01,303
304 Brisbane - West,2007-11-01,7.43,304
305 Brisbane Inner City,2007-11-01,8.17,305
310 Ipswich,2007-11-01,7.06,310
311 Logan - Beaudesert,2007-11-01,8.97,311
313 Moreton Bay - North,2007-11-01,8.61,313
314 Moreton Bay - South,2007-11-01,10.91,314
306 Cairns,2007-11-01,9.50,306
307 Darling Downs - Maranoa,2007-11-01,9.48,307
308 Fitzroy,2007-11-01,7.57,308
309 Gold Coast,2007-11-01,7.47,309
312 Mackay,2007-11-01,9.74,312
315 Queensland - Outback,2007-11-01,7.56,315
316 Sunshine Coast,2007-11-01,8.69,316
317 Toowoomba,2007-11-01,9.69,317
318 Townsville,2007-11-01,8.12,318
319 Wide Bay,2007-11-01,8.97,319
401 Adelaide - Central and Hills,2007-11-01,7.81,401
402 Adelaide - North,2007-11-01,7.18,402
403 Adelaide - South,2007-11-01,10.18,403
404 Adelaide - West,2007-11-01,10.76,404
405 Barossa - Yorke - Mid North,2007-11-01,9.53,405
406 South Australia - Outback,2007-11-01,8.09,406
407 South Australia - South East,2007-11-01,9.05,407
502 Mandurah,2007-11-01,9.20,502
503 Perth - Inner,2007-11-01,11.17,503
504 Perth - North East,2007-11-01,5.70,504
505 Perth - North West,2007-11-01,10.32,505
506 Perth - South East,2007-11-01,9.40,506
507 Perth - South West,2007-11-01,8.45,507
501 Bunbury,2007-11-01,8.52,501
508 Western Australia - Outback,2007-11-01,6.82,508
509 Western Australia - Wheat Belt,2007-11-01,8.18,509
601 Hobart,2007-11-01,8.57,601
602 Launceston and North East,2007-11-01,10.90,602
603 Tasmania - South East,2007-11-01,11.33,603
604 Tasmania - West and North West,2007-11-01,8.58,604
701 Darwin,2007-11-01,8.51,701
702 Northern Territory - Outback,2007-11-01,9.31,702
801 Australian Capital Territory,2007-11-01,17.57,801
102 Central Coast,2008-11-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2008-11-01,13.36,115
116 Sydney - Blacktown,2008-11-01,5.76,116
117 Sydney - City and Inner South,2008-11-01,7.87,117
118 Sydney - Eastern Suburbs,2008-11-01,8.28,118
119 Sydney - Inner South West,2008-11-01,7.81,119
120 Sydney - Inner West,2008-11-01,8.53,120
121 Sydney - North Sydney and Hornsby,2008-11-01,8.58,121
122 Sydney - Northern Beaches,2008-11-01,6.19,122
123 Sydney - Outer South West,2008-11-01,9.13,123
124 Sydney - Outer West and Blue Mountains,2008-11-01,8.62,124
125 Sydney - Parramatta,2008-11-01,10.74,125
126 Sydney - Ryde,2008-11-01,5.98,126
127 Sydney - South West,2008-11-01,4.68,127
128 Sydney - Sutherland,2008-11-01,6.25,128
101 Capital Region,2008-11-01,9.76,101
103 New South Wales - Central West,2008-11-01,7.74,103
104 Coffs Harbour - Grafton,2008-11-01,9.04,104
105 Far West and Orana,2008-11-01,9.36,105
106 Hunter Valley exc Newcastle,2008-11-01,7.86,106
107 Illawarra,2008-11-01,12.73,107
108 Mid North Coast,2008-11-01,8.41,108
109 Murray,2008-11-01,10.44,109
110 New England and North West,2008-11-01,11.14,110
111 Newcastle and Lake Macquarie,2008-11-01,9.10,111
112 Richmond - Tweed,2008-11-01,8.04,112
113 Riverina,2008-11-01,6.19,113
114 Southern Highlands and Shoalhaven,2008-11-01,11.30,114
206 Melbourne - Inner,2008-11-01,14.06,206
207 Melbourne - Inner East,2008-11-01,8.39,207
208 Melbourne - Inner South,2008-11-01,7.35,208
209 Melbourne - North East,2008-11-01,5.88,209
210 Melbourne - North West,2008-11-01,8.89,210
211 Melbourne - Outer East,2008-11-01,8.18,211
212 Melbourne - South East,2008-11-01,8.06,212
213 Melbourne - West,2008-11-01,7.09,213
214 Mornington Peninsula,2008-11-01,8.93,214
201 Ballarat,2008-11-01,8.06,201
202 Bendigo,2008-11-01,8.86,202
203 Geelong,2008-11-01,13.25,203
204 Hume,2008-11-01,9.53,204
205 Latrobe - Gippsland,2008-11-01,8.78,205
215 Victoria - North West,2008-11-01,9.39,215
216 Shepparton,2008-11-01,8.29,216
217 Warrnambool and South West,2008-11-01,9.80,217
301 Brisbane - East,2008-11-01,8.64,301
302 Brisbane - North,2008-11-01,8.21,302
303 Brisbane - South,2008-11-01,8.52,303
304 Brisbane - West,2008-11-01,8.28,304
305 Brisbane Inner City,2008-11-01,9.47,305
310 Ipswich,2008-11-01,8.13,310
311 Logan - Beaudesert,2008-11-01,9.20,311
313 Moreton Bay - North,2008-11-01,9.55,313
314 Moreton Bay - South,2008-11-01,12.64,314
306 Cairns,2008-11-01,7.91,306
307 Darling Downs - Maranoa,2008-11-01,13.51,307
308 Fitzroy,2008-11-01,9.26,308
309 Gold Coast,2008-11-01,6.62,309
312 Mackay,2008-11-01,11.91,312
315 Queensland - Outback,2008-11-01,5.75,315
316 Sunshine Coast,2008-11-01,7.00,316
317 Toowoomba,2008-11-01,9.30,317
318 Townsville,2008-11-01,4.66,318
319 Wide Bay,2008-11-01,7.26,319
401 Adelaide - Central and Hills,2008-11-01,6.94,401
402 Adelaide - North,2008-11-01,8.37,402
403 Adelaide - South,2008-11-01,9.51,403
404 Adelaide - West,2008-11-01,11.25,404
405 Barossa - Yorke - Mid North,2008-11-01,8.57,405
406 South Australia - Outback,2008-11-01,7.75,406
407 South Australia - South East,2008-11-01,11.90,407
502 Mandurah,2008-11-01,8.33,502
503 Perth - Inner,2008-11-01,11.02,503
504 Perth - North East,2008-11-01,7.23,504
505 Perth - North West,2008-11-01,9.24,505
506 Perth - South East,2008-11-01,8.35,506
507 Perth - South West,2008-11-01,8.00,507
501 Bunbury,2008-11-01,8.22,501
508 Western Australia - Outback,2008-11-01,6.98,508
509 Western Australia - Wheat Belt,2008-11-01,7.92,509
601 Hobart,2008-11-01,8.02,601
602 Launceston and North East,2008-11-01,10.73,602
603 Tasmania - South East,2008-11-01,9.08,603
604 Tasmania - West and North West,2008-11-01,12.11,604
701 Darwin,2008-11-01,8.20,701
702 Northern Territory - Outback,2008-11-01,10.89,702
801 Australian Capital Territory,2008-11-01,15.70,801
102 Central Coast,2009-11-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2009-11-01,10.05,115
116 Sydney - Blacktown,2009-11-01,9.20,116
117 Sydney - City and Inner South,2009-11-01,9.53,117
118 Sydney - Eastern Suburbs,2009-11-01,8.73,118
119 Sydney - Inner South West,2009-11-01,10.83,119
120 Sydney - Inner West,2009-11-01,8.45,120
121 Sydney - North Sydney and Hornsby,2009-11-01,11.49,121
122 Sydney - Northern Beaches,2009-11-01,7.60,122
123 Sydney - Outer South West,2009-11-01,10.29,123
124 Sydney - Outer West and Blue Mountains,2009-11-01,11.85,124
125 Sydney - Parramatta,2009-11-01,9.00,125
126 Sydney - Ryde,2009-11-01,7.02,126
127 Sydney - South West,2009-11-01,6.36,127
128 Sydney - Sutherland,2009-11-01,8.05,128
101 Capital Region,2009-11-01,7.44,101
103 New South Wales - Central West,2009-11-01,9.81,103
104 Coffs Harbour - Grafton,2009-11-01,9.84,104
105 Far West and Orana,2009-11-01,9.42,105
106 Hunter Valley exc Newcastle,2009-11-01,6.29,106
107 Illawarra,2009-11-01,8.52,107
108 Mid North Coast,2009-11-01,10.16,108
109 Murray,2009-11-01,11.17,109
110 New England and North West,2009-11-01,9.68,110
111 Newcastle and Lake Macquarie,2009-11-01,7.52,111
112 Richmond - Tweed,2009-11-01,8.56,112
113 Riverina,2009-11-01,13.02,113
114 Southern Highlands and Shoalhaven,2009-11-01,6.66,114
206 Melbourne - Inner,2009-11-01,9.72,206
207 Melbourne - Inner East,2009-11-01,7.52,207
208 Melbourne - Inner South,2009-11-01,7.02,208
209 Melbourne - North East,2009-11-01,8.63,209
210 Melbourne - North West,2009-11-01,9.45,210
211 Melbourne - Outer East,2009-11-01,8.94,211
212 Melbourne - South East,2009-11-01,8.74,212
213 Melbourne - West,2009-11-01,9.60,213
214 Mornington Peninsula,2009-11-01,7.62,214
201 Ballarat,2009-11-01,10.52,201
202 Bendigo,2009-11-01,13.37,202
203 Geelong,2009-11-01,9.81,203
204 Hume,2009-11-01,10.13,204
205 Latrobe - Gippsland,2009-11-01,7.45,205
215 Victoria - North West,2009-11-01,9.66,215
216 Shepparton,2009-11-01,10.41,216
217 Warrnambool and South West,2009-11-01,8.74,217
301 Brisbane - East,2009-11-01,13.13,301
302 Brisbane - North,2009-11-01,8.54,302
303 Brisbane - South,2009-11-01,9.03,303
304 Brisbane - West,2009-11-01,10.30,304
305 Brisbane Inner City,2009-11-01,7.16,305
310 Ipswich,2009-11-01,9.11,310
311 Logan - Beaudesert,2009-11-01,8.90,311
313 Moreton Bay - North,2009-11-01,8.11,313
314 Moreton Bay - South,2009-11-01,11.78,314
306 Cairns,2009-11-01,8.54,306
307 Darling Downs - Maranoa,2009-11-01,13.03,307
308 Fitzroy,2009-11-01,11.03,308
309 Gold Coast,2009-11-01,7.99,309
312 Mackay,2009-11-01,9.43,312
315 Queensland - Outback,2009-11-01,5.89,315
316 Sunshine Coast,2009-11-01,8.75,316
317 Toowoomba,2009-11-01,11.30,317
318 Townsville,2009-11-01,6.06,318
319 Wide Bay,2009-11-01,9.23,319
401 Adelaide - Central and Hills,2009-11-01,10.27,401
402 Adelaide - North,2009-11-01,8.01,402
403 Adelaide - South,2009-11-01,9.65,403
404 Adelaide - West,2009-11-01,12.02,404
405 Barossa - Yorke - Mid North,2009-11-01,10.65,405
406 South Australia - Outback,2009-11-01,9.80,406
407 South Australia - South East,2009-11-01,13.41,407
502 Mandurah,2009-11-01,8.22,502
503 Perth - Inner,2009-11-01,8.51,503
504 Perth - North East,2009-11-01,11.70,504
505 Perth - North West,2009-11-01,9.44,505
506 Perth - South East,2009-11-01,8.94,506
507 Perth - South West,2009-11-01,9.83,507
501 Bunbury,2009-11-01,9.82,501
508 Western Australia - Outback,2009-11-01,8.06,508
509 Western Australia - Wheat Belt,2009-11-01,8.74,509
601 Hobart,2009-11-01,7.62,601
602 Launceston and North East,2009-11-01,10.55,602
603 Tasmania - South East,2009-11-01,9.22,603
604 Tasmania - West and North West,2009-11-01,7.80,604
701 Darwin,2009-11-01,10.84,701
702 Northern Territory - Outback,2009-11-01,8.38,702
801 Australian Capital Territory,2009-11-01,10.97,801
102 Central Coast,2010-11-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2010-11-01,11.28,115
116 Sydney - Blacktown,2010-11-01,8.21,116
117 Sydney - City and Inner South,2010-11-01,9.35,117
118 Sydney - Eastern Suburbs,2010-11-01,10.39,118
119 Sydney - Inner South West,2010-11-01,8.68,119
120 Sydney - Inner West,2010-11-01,9.67,120
121 Sydney - North Sydney and Hornsby,2010-11-01,6.77,121
122 Sydney - Northern Beaches,2010-11-01,7.07,122
123 Sydney - Outer South West,2010-11-01,8.70,123
124 Sydney - Outer West and Blue Mountains,2010-11-01,9.18,124
125 Sydney - Parramatta,2010-11-01,9.06,125
126 Sydney - Ryde,2010-11-01,7.57,126
127 Sydney - South West,2010-11-01,7.13,127
128 Sydney - Sutherland,2010-11-01,8.31,128
101 Capital Region,2010-11-01,7.96,101
103 New South Wales - Central West,2010-11-01,11.22,103
104 Coffs Harbour - Grafton,2010-11-01,9.63,104
105 Far West and Orana,2010-11-01,11.48,105
106 Hunter Valley exc Newcastle,2010-11-01,13.63,106
107 Illawarra,2010-11-01,7.82,107
108 Mid North Coast,2010-11-01,12.48,108
109 Murray,2010-11-01,9.21,109
110 New England and North West,2010-11-01,10.27,110
111 Newcastle and Lake Macquarie,2010-11-01,5.27,111
112 Richmond - Tweed,2010-11-01,10.06,112
113 Riverina,2010-11-01,13.07,113
114 Southern Highlands and Shoalhaven,2010-11-01,8.94,114
206 Melbourne - Inner,2010-11-01,12.09,206
207 Melbourne - Inner East,2010-11-01,9.54,207
208 Melbourne - Inner South,2010-11-01,7.25,208
209 Melbourne - North East,2010-11-01,7.20,209
210 Melbourne - North West,2010-11-01,7.76,210
211 Melbourne - Outer East,2010-11-01,9.74,211
212 Melbourne - South East,2010-11-01,8.96,212
213 Melbourne - West,2010-11-01,8.26,213
214 Mornington Peninsula,2010-11-01,7.72,214
201 Ballarat,2010-11-01,9.44,201
202 Bendigo,2010-11-01,11.93,202
203 Geelong,2010-11-01,7.96,203
204 Hume,2010-11-01,12.48,204
205 Latrobe - Gippsland,2010-11-01,9.06,205
215 Victoria - North West,2010-11-01,9.03,215
216 Shepparton,2010-11-01,8.91,216
217 Warrnambool and South West,2010-11-01,10.43,217
301 Brisbane - East,2010-11-01,12.03,301
302 Brisbane - North,2010-11-01,10.80,302
303 Brisbane - South,2010-11-01,9.58,303
304 Brisbane - West,2010-11-01,9.06,304
305 Brisbane Inner City,2010-11-01,7.86,305
310 Ipswich,2010-11-01,8.91,310
311 Logan - Beaudesert,2010-11-01,7.44,311
313 Moreton Bay - North,2010-11-01,8.96,313
314 Moreton Bay - South,2010-11-01,9.58,314
306 Cairns,2010-11-01,7.09,306
307 Darling Downs - Maranoa,2010-11-01,11.31,307
308 Fitzroy,2010-11-01,6.97,308
309 Gold Coast,2010-11-01,7.90,309
312 Mackay,2010-11-01,11.14,312
315 Queensland - Outback,2010-11-01,6.89,315
316 Sunshine Coast,2010-11-01,5.59,316
317 Toowoomba,2010-11-01,10.53,317
318 Townsville,2010-11-01,7.23,318
319 Wide Bay,2010-11-01,10.34,319
401 Adelaide - Central and Hills,2010-11-01,10.67,401
402 Adelaide - North,2010-11-01,8.08,402
403 Adelaide - South,2010-11-01,9.93,403
404 Adelaide - West,2010-11-01,10.15,404
405 Barossa - Yorke - Mid North,2010-11-01,9.67,405
406 South Australia - Outback,2010-11-01,11.90,406
407 South Australia - South East,2010-11-01,10.23,407
502 Mandurah,2010-11-01,8.47,502
503 Perth - Inner,2010-11-01,11.60,503
504 Perth - North East,2010-11-01,8.80,504
505 Perth - North West,2010-11-01,9.89,505
506 Perth - South East,2010-11-01,9.73,506
507 Perth - South West,2010-11-01,9.12,507
501 Bunbury,2010-11-01,10.87,501
508 Western Australia - Outback,2010-11-01,10.13,508
509 Western Australia - Wheat Belt,2010-11-01,6.99,509
601 Hobart,2010-11-01,6.14,601
602 Launceston and North East,2010-11-01,11.61,602
603 Tasmania - South East,2010-11-01,10.90,603
604 Tasmania - West and North West,2010-11-01,10.73,604
701 Darwin,2010-11-01,9.15,701
702 Northern Territory - Outback,2010-11-01,9.34,702
801 Australian Capital Territory,2010-11-01,13.98,801
102 Central Coast,2011-11-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2011-11-01,12.31,115
