Labour market region (SA4): ASGS (2011),date,percent total,sa4_code_2011
402 Adelaide - North,2011-11-01,37.77,402
403 Adelaide - South,2011-11-01,29.25,403
404 Adelaide - West,2011-11-01,33.58,404
405 Barossa - Yorke - Mid North,2011-11-01,40.20,405
406 South Australia - Outback,2011-11-01,40.14,406
407 South Australia - South East,2011-11-01,41.85,407
502 Mandurah,2011-11-01,43.31,502
503 Perth - Inner,2011-11-01,19.80,503
504 Perth - North East,2011-11-01,36.76,504
505 Perth - North West,2011-11-01,32.58,505
506 Perth - South East,2011-11-01,38.52,506
507 Perth - South West,2011-11-01,35.12,507
501 Bunbury,2011-11-01,49.03,501
508 Western Australia - Outback,2011-11-01,45.38,508
509 Western Australia - Wheat Belt,2011-11-01,35.82,509
601 Hobart,2011-11-01,27.76,601
602 Launceston and North East,2011-11-01,37.41,602
603 Tasmania - South East,2011-11-01,38.62,603
604 Tasmania - West and North West,2011-11-01,42.48,604
701 Darwin,2011-11-01,31.61,701
702 Northern Territory - Outback,2011-11-01,33.73,702
801 Australian Capital Territory,2011-11-01,19.63,801
102 Central Coast,2012-11-01,37.82,102
115 Sydney - Baulkham Hills and Hawkesbury,2012-11-01,21.26,115
116 Sydney - Blacktown,2012-11-01,33.72,116
117 Sydney - City and Inner South,2012-11-01,13.94,117
118 Sydney - Eastern Suburbs,2012-11-01,13.44,118
119 Sydney - Inner South West,2012-11-01,32.45,119
120 Sydney - Inner West,2012-11-01,19.59,120
121 Sydney - North Sydney and Hornsby,2012-11-01,11.14,121
122 Sydney - Northern Beaches,2012-11-01,22.03,122
123 Sydney - Outer South West,2012-11-01,35.96,123
124 Sydney - Outer West and Blue Mountains,2012-11-01,34.30,124
125 Sydney - Parramatta,2012-11-01,31.22,125
126 Sydney - Ryde,2012-11-01,18.21,126
127 Sydney - South West,2012-11-01,41.81,127
128 Sydney - Sutherland,2012-11-01,24.12,128
101 Capital Region,2012-11-01,30.85,101
103 New South Wales - Central West,2012-11-01,45.02,103
104 Coffs Harbour - Grafton,2012-11-01,32.32,104
105 Far West and Orana,2012-11-01,30.48,105
106 Hunter Valley exc Newcastle,2012-11-01,45.14,106
107 Illawarra,2012-11-01,33.85,107
108 Mid North Coast,2012-11-01,33.06,108
109 Murray,2012-11-01,32.81,109
110 New England and North West,2012-11-01,39.95,110
111 Newcastle and Lake Macquarie,2012-11-01,34.97,111
112 Richmond - Tweed,2012-11-01,39.01,112
113 Riverina,2012-11-01,38.51,113
114 Southern Highlands and Shoalhaven,2012-11-01,41.03,114
206 Melbourne - Inner,2012-11-01,15.72,206
207 Melbourne - Inner East,2012-11-01,17.45,207
208 Melbourne - Inner South,2012-11-01,16.85,208
209 Melbourne - North East,2012-11-01,27.16,209
210 Melbourne - North West,2012-11-01,37.69,210
211 Melbourne - Outer East,2012-11-01,29.26,211
212 Melbourne - South East,2012-11-01,38.96,212
213 Melbourne - West,2012-11-01,37.36,213
214 Mornington Peninsula,2012-11-01,31.86,214
201 Ballarat,2012-11-01,43.00,201
202 Bendigo,2012-11-01,33.91,202
203 Geelong,2012-11-01,34.53,203
204 Hume,2012-11-01,40.90,204
205 Latrobe - Gippsland,2012-11-01,35.97,205
215 Victoria - North West,2012-11-01,35.12,215
216 Shepparton,2012-11-01,39.59,216
217 Warrnambool and South West,2012-11-01,34.65,217
301 Brisbane - East,2012-11-01,32.10,301
302 Brisbane - North,2012-11-01,27.94,302
303 Brisbane - South,2012-11-01,25.30,303
304 Brisbane - West,2012-11-01,14.70,304
305 Brisbane Inner City,2012-11-01,16.95,305
310 Ipswich,2012-11-01,39.09,310
311 Logan - Beaudesert,2012-11-01,40.18,311
313 Moreton Bay - North,2012-11-01,41.72,313
314 Moreton Bay - South,2012-11-01,30.85,314
306 Cairns,2012-11-01,37.71,306
307 Darling Downs - Maranoa,2012-11-01,38.79,307
308 Fitzroy,2012-11-01,45.78,308
309 Gold Coast,2012-11-01,32.09,309
312 Mackay,2012-11-01,41.83,312
315 Queensland - Outback,2012-11-01,35.97,315
316 Sunshine Coast,2012-11-01,28.44,316
317 Toowoomba,2012-11-01,31.10,317
318 Townsville,2012-11-01,39.34,318
319 Wide Bay,2012-11-01,41.25,319
401 Adelaide - Central and Hills,2012-11-01,20.97,401
402 Adelaide - North,2012-11-01,35.99,402
403 Adelaide - South,2012-11-01,30.30,403
404 Adelaide - West,2012-11-01,32.84,404
405 Barossa - Yorke - Mid North,2012-11-01,39.70,405
406 South Australia - Outback,2012-11-01,41.71,406
407 South Australia - South East,2012-11-01,41.19,407
502 Mandurah,2012-11-01,44.89,502
503 Perth - Inner,2012-11-01,16.14,503
504 Perth - North East,2012-11-01,39.39,504
505 Perth - North West,2012-11-01,34.85,505
506 Perth - South East,2012-11-01,35.18,506
507 Perth - South West,2012-11-01,34.73,507
501 Bunbury,2012-11-01,50.09,501
508 Western Australia - Outback,2012-11-01,46.55,508
509 Western Australia - Wheat Belt,2012-11-01,37.41,509
601 Hobart,2012-11-01,26.06,601
602 Launceston and North East,2012-11-01,36.50,602
603 Tasmania - South East,2012-11-01,43.65,603
604 Tasmania - West and North West,2012-11-01,42.44,604
701 Darwin,2012-11-01,31.34,701
702 Northern Territory - Outback,2012-11-01,34.64,702
801 Australian Capital Territory,2012-11-01,17.83,801
102 Central Coast,2013-11-01,37.18,102
115 Sydney - Baulkham Hills and Hawkesbury,2013-11-01,20.79,115
116 Sydney - Blacktown,2013-11-01,37.04,116
117 Sydney - City and Inner South,2013-11-01,16.20,117
118 Sydney - Eastern Suburbs,2013-11-01,12.47,118
119 Sydney - Inner South West,2013-11-01,27.27,119
120 Sydney - Inner West,2013-11-01,18.86,120
121 Sydney - North Sydney and Hornsby,2013-11-01,10.30,121
122 Sydney - Northern Beaches,2013-11-01,21.76,122
123 Sydney - Outer South West,2013-11-01,36.27,123
124 Sydney - Outer West and Blue Mountains,2013-11-01,35.43,124
125 Sydney - Parramatta,2013-11-01,31.59,125
126 Sydney - Ryde,2013-11-01,19.00,126
127 Sydney - South West,2013-11-01,39.23,127
128 Sydney - Sutherland,2013-11-01,24.75,128
101 Capital Region,2013-11-01,33.11,101
103 New South Wales - Central West,2013-11-01,41.10,103
104 Coffs Harbour - Grafton,2013-11-01,33.17,104
105 Far West and Orana,2013-11-01,34.44,105
106 Hunter Valley exc Newcastle,2013-11-01,42.42,106
107 Illawarra,2013-11-01,35.37,107
108 Mid North Coast,2013-11-01,36.53,108
109 Murray,2013-11-01,41.61,109
110 New England and North West,2013-11-01,40.73,110
111 Newcastle and Lake Macquarie,2013-11-01,32.45,111
112 Richmond - Tweed,2013-11-01,34.49,112
113 Riverina,2013-11-01,38.13,113
114 Southern Highlands and Shoalhaven,2013-11-01,36.13,114
206 Melbourne - Inner,2013-11-01,12.85,206
207 Melbourne - Inner East,2013-11-01,16.60,207
208 Melbourne - Inner South,2013-11-01,18.49,208
209 Melbourne - North East,2013-11-01,30.44,209
210 Melbourne - North West,2013-11-01,34.71,210
211 Melbourne - Outer East,2013-11-01,29.80,211
212 Melbourne - South East,2013-11-01,37.28,212
213 Melbourne - West,2013-11-01,35.64,213
214 Mornington Peninsula,2013-11-01,33.35,214
201 Ballarat,2013-11-01,40.91,201
202 Bendigo,2013-11-01,35.58,202
203 Geelong,2013-11-01,32.94,203
204 Hume,2013-11-01,36.90,204
205 Latrobe - Gippsland,2013-11-01,37.06,205
215 Victoria - North West,2013-11-01,41.51,215
216 Shepparton,2013-11-01,39.29,216
217 Warrnambool and South West,2013-11-01,34.12,217
301 Brisbane - East,2013-11-01,33.16,301
302 Brisbane - North,2013-11-01,26.53,302
303 Brisbane - South,2013-11-01,24.42,303
304 Brisbane - West,2013-11-01,15.45,304
305 Brisbane Inner City,2013-11-01,17.03,305
310 Ipswich,2013-11-01,38.01,310
311 Logan - Beaudesert,2013-11-01,40.09,311
313 Moreton Bay - North,2013-11-01,38.95,313
314 Moreton Bay - South,2013-11-01,30.71,314
306 Cairns,2013-11-01,35.98,306
307 Darling Downs - Maranoa,2013-11-01,42.39,307
308 Fitzroy,2013-11-01,48.26,308
309 Gold Coast,2013-11-01,32.23,309
312 Mackay,2013-11-01,51.02,312
315 Queensland - Outback,2013-11-01,45.66,315
316 Sunshine Coast,2013-11-01,33.99,316
317 Toowoomba,2013-11-01,31.84,317
318 Townsville,2013-11-01,39.55,318
319 Wide Bay,2013-11-01,38.09,319
401 Adelaide - Central and Hills,2013-11-01,19.88,401
402 Adelaide - North,2013-11-01,35.14,402
403 Adelaide - South,2013-11-01,29.57,403
404 Adelaide - West,2013-11-01,33.96,404
405 Barossa - Yorke - Mid North,2013-11-01,36.98,405
406 South Australia - Outback,2013-11-01,43.58,406
407 South Australia - South East,2013-11-01,41.89,407
502 Mandurah,2013-11-01,46.45,502
503 Perth - Inner,2013-11-01,15.53,503
504 Perth - North East,2013-11-01,33.69,504
505 Perth - North West,2013-11-01,33.79,505
506 Perth - South East,2013-11-01,34.45,506
507 Perth - South West,2013-11-01,36.15,507
501 Bunbury,2013-11-01,44.58,501
508 Western Australia - Outback,2013-11-01,47.92,508
509 Western Australia - Wheat Belt,2013-11-01,39.11,509
601 Hobart,2013-11-01,28.68,601
602 Launceston and North East,2013-11-01,34.73,602
603 Tasmania - South East,2013-11-01,41.17,603
604 Tasmania - West and North West,2013-11-01,40.94,604
701 Darwin,2013-11-01,32.18,701
702 Northern Territory - Outback,2013-11-01,33.30,702
801 Australian Capital Territory,2013-11-01,17.04,801
102 Central Coast,2014-11-01,34.89,102
115 Sydney - Baulkham Hills and Hawkesbury,2014-11-01,23.34,115
116 Sydney - Blacktown,2014-11-01,36.24,116
117 Sydney - City and Inner South,2014-11-01,14.77,117
118 Sydney - Eastern Suburbs,2014-11-01,16.22,118
119 Sydney - Inner South West,2014-11-01,27.47,119
120 Sydney - Inner West,2014-11-01,18.04,120
121 Sydney - North Sydney and Hornsby,2014-11-01,11.26,121
122 Sydney - Northern Beaches,2014-11-01,17.24,122
123 Sydney - Outer South West,2014-11-01,36.91,123
124 Sydney - Outer West and Blue Mountains,2014-11-01,34.20,124
125 Sydney - Parramatta,2014-11-01,29.55,125
126 Sydney - Ryde,2014-11-01,17.87,126
127 Sydney - South West,2014-11-01,41.14,127
128 Sydney - Sutherland,2014-11-01,21.71,128
101 Capital Region,2014-11-01,36.16,101
103 New South Wales - Central West,2014-11-01,40.38,103
104 Coffs Harbour - Grafton,2014-11-01,36.67,104
105 Far West and Orana,2014-11-01,28.78,105
106 Hunter Valley exc Newcastle,2014-11-01,48.09,106
107 Illawarra,2014-11-01,35.23,107
108 Mid North Coast,2014-11-01,31.64,108
109 Murray,2014-11-01,42.35,109
110 New England and North West,2014-11-01,47.71,110
111 Newcastle and Lake Macquarie,2014-11-01,33.38,111
112 Richmond - Tweed,2014-11-01,34.48,112
113 Riverina,2014-11-01,36.80,113
114 Southern Highlands and Shoalhaven,2014-11-01,37.52,114
206 Melbourne - Inner,2014-11-01,13.59,206
207 Melbourne - Inner East,2014-11-01,15.99,207
208 Melbourne - Inner South,2014-11-01,16.66,208
209 Melbourne - North East,2014-11-01,30.74,209
210 Melbourne - North West,2014-11-01,29.97,210
211 Melbourne - Outer East,2014-11-01,29.35,211
212 Melbourne - South East,2014-11-01,34.88,212
213 Melbourne - West,2014-11-01,34.27,213
214 Mornington Peninsula,2014-11-01,33.75,214
201 Ballarat,2014-11-01,35.14,201
202 Bendigo,2014-11-01,37.99,202
203 Geelong,2014-11-01,31.96,203
204 Hume,2014-11-01,38.28,204
205 Latrobe - Gippsland,2014-11-01,37.16,205
215 Victoria - North West,2014-11-01,38.23,215
216 Shepparton,2014-11-01,35.66,216
217 Warrnambool and South West,2014-11-01,34.92,217
301 Brisbane - East,2014-11-01,36.42,301
302 Brisbane - North,2014-11-01,22.41,302
303 Brisbane - South,2014-11-01,28.46,303
304 Brisbane - West,2014-11-01,19.66,304
305 Brisbane Inner City,2014-11-01,14.93,305
310 Ipswich,2014-11-01,39.50,310
311 Logan - Beaudesert,2014-11-01,41.95,311
313 Moreton Bay - North,2014-11-01,39.82,313
314 Moreton Bay - South,2014-11-01,27.17,314
306 Cairns,2014-11-01,37.87,306
307 Darling Downs - Maranoa,2014-11-01,45.26,307
308 Fitzroy,2014-11-01,39.45,308
309 Gold Coast,2014-11-01,31.96,309
312 Mackay,2014-11-01,50.60,312
315 Queensland - Outback,2014-11-01,40.32,315
316 Sunshine Coast,2014-11-01,33.43,316
317 Toowoomba,2014-11-01,37.56,317
318 Townsville,2014-11-01,39.24,318
319 Wide Bay,2014-11-01,33.97,319
401 Adelaide - Central and Hills,2014-11-01,19.96,401
402 Adelaide - North,2014-11-01,35.53,402
403 Adelaide - South,2014-11-01,31.20,403
404 Adelaide - West,2014-11-01,31.67,404
405 Barossa - Yorke - Mid North,2014-11-01,40.61,405
406 South Australia - Outback,2014-11-01,45.14,406
407 South Australia - South East,2014-11-01,40.96,407
502 Mandurah,2014-11-01,48.23,502
503 Perth - Inner,2014-11-01,16.28,503
504 Perth - North East,2014-11-01,36.08,504
505 Perth - North West,2014-11-01,32.83,505
506 Perth - South East,2014-11-01,33.41,506
507 Perth - South West,2014-11-01,35.72,507
501 Bunbury,2014-11-01,39.36,501
508 Western Australia - Outback,2014-11-01,51.23,508
509 Western Australia - Wheat Belt,2014-11-01,36.38,509
601 Hobart,2014-11-01,28.56,601
602 Launceston and North East,2014-11-01,35.20,602
603 Tasmania - South East,2014-11-01,39.76,603
604 Tasmania - West and North West,2014-11-01,40.90,604
701 Darwin,2014-11-01,32.46,701
702 Northern Territory - Outback,2014-11-01,30.41,702
801 Australian Capital Territory,2014-11-01,17.42,801
102 Central Coast,2015-11-01,34.38,102
115 Sydney - Baulkham Hills and Hawkesbury,2015-11-01,23.52,115
116 Sydney - Blacktown,2015-11-01,34.91,116
117 Sydney - City and Inner South,2015-11-01,12.79,117
118 Sydney - Eastern Suburbs,2015-11-01,13.72,118
119 Sydney - Inner South West,2015-11-01,29.44,119
120 Sydney - Inner West,2015-11-01,15.88,120
121 Sydney - North Sydney and Hornsby,2015-11-01,11.53,121
122 Sydney - Northern Beaches,2015-11-01,18.77,122
123 Sydney - Outer South West,2015-11-01,36.17,123
124 Sydney - Outer West and Blue Mountains,2015-11-01,34.67,124
125 Sydney - Parramatta,2015-11-01,30.13,125
126 Sydney - Ryde,2015-11-01,14.32,126
127 Sydney - South West,2015-11-01,43.15,127
128 Sydney - Sutherland,2015-11-01,26.06,128
101 Capital Region,2015-11-01,32.94,101
103 New South Wales - Central West,2015-11-01,36.76,103
104 Coffs Harbour - Grafton,2015-11-01,32.11,104
105 Far West and Orana,2015-11-01,31.27,105
106 Hunter Valley exc Newcastle,2015-11-01,44.72,106
107 Illawarra,2015-11-01,32.51,107
108 Mid North Coast,2015-11-01,32.94,108
109 Murray,2015-11-01,43.53,109
110 New England and North West,2015-11-01,46.96,110
111 Newcastle and Lake Macquarie,2015-11-01,32.98,111
112 Richmond - Tweed,2015-11-01,33.61,112
113 Riverina,2015-11-01,32.69,113
114 Southern Highlands and Shoalhaven,2015-11-01,35.40,114
206 Melbourne - Inner,2015-11-01,13.98,206
207 Melbourne - Inner East,2015-11-01,13.96,207
208 Melbourne - Inner South,2015-11-01,18.35,208
209 Melbourne - North East,2015-11-01,28.83,209
210 Melbourne - North West,2015-11-01,32.97,210
211 Melbourne - Outer East,2015-11-01,30.92,211
212 Melbourne - South East,2015-11-01,37.12,212
213 Melbourne - West,2015-11-01,33.50,213
214 Mornington Peninsula,2015-11-01,32.65,214
201 Ballarat,2015-11-01,32.20,201
202 Bendigo,2015-11-01,33.73,202
203 Geelong,2015-11-01,31.18,203
204 Hume,2015-11-01,32.42,204
205 Latrobe - Gippsland,2015-11-01,34.90,205
215 Victoria - North West,2015-11-01,36.56,215
216 Shepparton,2015-11-01,36.92,216
217 Warrnambool and South West,2015-11-01,39.98,217
301 Brisbane - East,2015-11-01,33.00,301
302 Brisbane - North,2015-11-01,24.82,302
303 Brisbane - South,2015-11-01,23.26,303
304 Brisbane - West,2015-11-01,15.83,304
305 Brisbane Inner City,2015-11-01,19.70,305
310 Ipswich,2015-11-01,37.35,310
311 Logan - Beaudesert,2015-11-01,43.31,311
313 Moreton Bay - North,2015-11-01,38.59,313
314 Moreton Bay - South,2015-11-01,29.67,314
306 Cairns,2015-11-01,35.49,306
307 Darling Downs - Maranoa,2015-11-01,43.47,307
308 Fitzroy,2015-11-01,40.88,308
309 Gold Coast,2015-11-01,30.45,309
312 Mackay,2015-11-01,49.11,312
315 Queensland - Outback,2015-11-01,34.94,315
316 Sunshine Coast,2015-11-01,32.38,316
317 Toowoomba,2015-11-01,39.90,317
318 Townsville,2015-11-01,36.14,318
319 Wide Bay,2015-11-01,35.00,319
401 Adelaide - Central and Hills,2015-11-01,21.06,401
402 Adelaide - North,2015-11-01,36.42,402
403 Adelaide - South,2015-11-01,28.15,403
404 Adelaide - West,2015-11-01,29.43,404
405 Barossa - Yorke - Mid North,2015-11-01,34.59,405
406 South Australia - Outback,2015-11-01,40.55,406
407 South Australia - South East,2015-11-01,35.20,407
502 Mandurah,2015-11-01,44.80,502
503 Perth - Inner,2015-11-01,18.37,503
504 Perth - North East,2015-11-01,37.55,504
505 Perth - North West,2015-11-01,31.72,505
506 Perth - South East,2015-11-01,35.81,506
507 Perth - South West,2015-11-01,34.84,507
501 Bunbury,2015-11-01,41.41,501
508 Western Australia - Outback,2015-11-01,52.16,508
509 Western Australia - Wheat Belt,2015-11-01,40.44,509
601 Hobart,2015-11-01,29.19,601
602 Launceston and North East,2015-11-01,36.75,602
603 Tasmania - South East,2015-11-01,42.53,603
604 Tasmania - West and North West,2015-11-01,39.67,604
701 Darwin,2015-11-01,34.69,701
702 Northern Territory - Outback,2015-11-01,31.62,702
801 Australian Capital Territory,2015-11-01,18.33,801
102 Central Coast,2016-11-01,29.50,102
115 Sydney - Baulkham Hills and Hawkesbury,2016-11-01,18.82,115
116 Sydney - Blacktown,2016-11-01,33.16,116
117 Sydney - City and Inner South,2016-11-01,14.83,117
118 Sydney - Eastern Suburbs,2016-11-01,12.89,118
119 Sydney - Inner South West,2016-11-01,30.24,119
120 Sydney - Inner West,2016-11-01,17.84,120
121 Sydney - North Sydney and Hornsby,2016-11-01,11.33,121
122 Sydney - Northern Beaches,2016-11-01,18.46,122
123 Sydney - Outer South West,2016-11-01,31.81,123
124 Sydney - Outer West and Blue Mountains,2016-11-01,33.59,124
125 Sydney - Parramatta,2016-11-01,30.36,125
126 Sydney - Ryde,2016-11-01,16.14,126
127 Sydney - South West,2016-11-01,38.81,127
128 Sydney - Sutherland,2016-11-01,22.15,128
101 Capital Region,2016-11-01,33.86,101
103 New South Wales - Central West,2016-11-01,37.39,103
104 Coffs Harbour - Grafton,2016-11-01,38.72,104
105 Far West and Orana,2016-11-01,35.82,105
106 Hunter Valley exc Newcastle,2016-11-01,42.75,106
107 Illawarra,2016-11-01,27.81,107
108 Mid North Coast,2016-11-01,27.94,108
109 Murray,2016-11-01,40.52,109
110 New England and North West,2016-11-01,41.40,110
111 Newcastle and Lake Macquarie,2016-11-01,30.35,111
112 Richmond - Tweed,2016-11-01,30.95,112
113 Riverina,2016-11-01,32.61,113
114 Southern Highlands and Shoalhaven,2016-11-01,40.81,114
206 Melbourne - Inner,2016-11-01,13.57,206
207 Melbourne - Inner East,2016-11-01,16.13,207
208 Melbourne - Inner South,2016-11-01,16.21,208
209 Melbourne - North East,2016-11-01,31.63,209
210 Melbourne - North West,2016-11-01,35.87,210
211 Melbourne - Outer East,2016-11-01,29.29,211
212 Melbourne - South East,2016-11-01,38.00,212
213 Melbourne - West,2016-11-01,33.41,213
214 Mornington Peninsula,2016-11-01,30.79,214
201 Ballarat,2016-11-01,35.02,201
202 Bendigo,2016-11-01,40.58,202
203 Geelong,2016-11-01,32.70,203
204 Hume,2016-11-01,37.37,204
205 Latrobe - Gippsland,2016-11-01,42.01,205
215 Victoria - North West,2016-11-01,36.42,215
216 Shepparton,2016-11-01,34.70,216
217 Warrnambool and South West,2016-11-01,29.85,217
301 Brisbane - East,2016-11-01,35.75,301
302 Brisbane - North,2016-11-01,22.84,302
303 Brisbane - South,2016-11-01,24.84,303
304 Brisbane - West,2016-11-01,19.17,304
305 Brisbane Inner City,2016-11-01,15.70,305
310 Ipswich,2016-11-01,38.50,310
311 Logan - Beaudesert,2016-11-01,38.88,311
313 Moreton Bay - North,2016-11-01,38.65,313
314 Moreton Bay - South,2016-11-01,29.86,314
306 Cairns,2016-11-01,34.79,306
307 Darling Downs - Maranoa,2016-11-01,47.12,307
308 Fitzroy,2016-11-01,41.80,308
309 Gold Coast,2016-11-01,31.49,309
312 Mackay,2016-11-01,46.52,312
315 Queensland - Outback,2016-11-01,50.28,315
316 Sunshine Coast,2016-11-01,32.91,316
317 Toowoomba,2016-11-01,30.97,317
318 Townsville,2016-11-01,36.54,318
319 Wide Bay,2016-11-01,37.07,319
401 Adelaide - Central and Hills,2016-11-01,19.99,401
402 Adelaide - North,2016-11-01,37.68,402
403 Adelaide - South,2016-11-01,29.06,403
404 Adelaide - West,2016-11-01,29.94,404
