Labour market region (SA4): ASGS (2011),date,percent part-time,sa4_code_2011
604 Tasmania - West and North West,2001-02-01,42.51,604
701 Darwin,2001-02-01,42.78,701
702 Northern Territory - Outback,2001-02-01,31.44,702
801 Australian Capital Territory,2001-02-01,44.89,801
102 Central Coast,2002-02-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2002-02-01,38.76,115
116 Sydney - Blacktown,2002-02-01,23.25,116
117 Sydney - City and Inner South,2002-02-01,42.25,117
118 Sydney - Eastern Suburbs,2002-02-01,20.54,118
119 Sydney - Inner South West,2002-02-01,18.23,119
120 Sydney - Inner West,2002-02-01,35.77,120
121 Sydney - North Sydney and Hornsby,2002-02-01,21.66,121
122 Sydney - Northern Beaches,2002-02-01,12.00,122
123 Sydney - Outer South West,2002-02-01,23.58,123
124 Sydney - Outer West and Blue Mountains,2002-02-01,39.32,124
125 Sydney - Parramatta,2002-02-01,36.77,125
126 Sydney - Ryde,2002-02-01,36.63,126
127 Sydney - South West,2002-02-01,20.00,127
128 Sydney - Sutherland,2002-02-01,43.36,128
101 Capital Region,2002-02-01,25.89,101
103 New South Wales - Central West,2002-02-01,35.31,103
104 Coffs Harbour - Grafton,2002-02-01,35.57,104
105 Far West and Orana,2002-02-01,26.07,105
106 Hunter Valley exc Newcastle,2002-02-01,32.11,106
107 Illawarra,2002-02-01,42.23,107
108 Mid North Coast,2002-02-01,36.32,108
109 Murray,2002-02-01,41.51,109
110 New England and North West,2002-02-01,43.86,110
111 Newcastle and Lake Macquarie,2002-02-01,38.08,111
112 Richmond - Tweed,2002-02-01,36.44,112
113 Riverina,2002-02-01,32.75,113
114 Southern Highlands and Shoalhaven,2002-02-01,40.83,114
206 Melbourne - Inner,2002-02-01,37.68,206
207 Melbourne - Inner East,2002-02-01,17.03,207
208 Melbourne - Inner South,2002-02-01,17.94,208
209 Melbourne - North East,2002-02-01,20.49,209
210 Melbourne - North West,2002-02-01,36.24,210
211 Melbourne - Outer East,2002-02-01,40.36,211
212 Melbourne - South East,2002-02-01,33.57,212
213 Melbourne - West,2002-02-01,40.96,213
214 Mornington Peninsula,2002-02-01,41.59,214
201 Ballarat,2002-02-01,39.23,201
202 Bendigo,2002-02-01,39.35,202
203 Geelong,2002-02-01,35.34,203
204 Hume,2002-02-01,34.42,204
205 Latrobe - Gippsland,2002-02-01,38.91,205
215 Victoria - North West,2002-02-01,34.86,215
216 Shepparton,2002-02-01,32.50,216
217 Warrnambool and South West,2002-02-01,37.71,217
301 Brisbane - East,2002-02-01,37.11,301
302 Brisbane - North,2002-02-01,33.14,302
303 Brisbane - South,2002-02-01,32.84,303
304 Brisbane - West,2002-02-01,27.64,304
305 Brisbane Inner City,2002-02-01,20.87,305
310 Ipswich,2002-02-01,21.80,310
311 Logan - Beaudesert,2002-02-01,45.97,311
313 Moreton Bay - North,2002-02-01,47.93,313
314 Moreton Bay - South,2002-02-01,40.17,314
306 Cairns,2002-02-01,30.36,306
307 Darling Downs - Maranoa,2002-02-01,36.49,307
308 Fitzroy,2002-02-01,42.43,308
309 Gold Coast,2002-02-01,42.03,309
312 Mackay,2002-02-01,33.07,312
315 Queensland - Outback,2002-02-01,43.21,315
316 Sunshine Coast,2002-02-01,51.60,316
317 Toowoomba,2002-02-01,37.10,317
318 Townsville,2002-02-01,40.00,318
319 Wide Bay,2002-02-01,34.00,319
401 Adelaide - Central and Hills,2002-02-01,39.91,401
402 Adelaide - North,2002-02-01,23.83,402
403 Adelaide - South,2002-02-01,43.47,403
404 Adelaide - West,2002-02-01,33.83,404
405 Barossa - Yorke - Mid North,2002-02-01,33.73,405
406 South Australia - Outback,2002-02-01,39.15,406
407 South Australia - South East,2002-02-01,44.62,407
502 Mandurah,2002-02-01,39.93,502
503 Perth - Inner,2002-02-01,39.66,503
504 Perth - North East,2002-02-01,18.27,504
505 Perth - North West,2002-02-01,35.34,505
506 Perth - South East,2002-02-01,33.09,506
507 Perth - South West,2002-02-01,36.36,507
501 Bunbury,2002-02-01,35.39,501
508 Western Australia - Outback,2002-02-01,46.06,508
509 Western Australia - Wheat Belt,2002-02-01,42.91,509
601 Hobart,2002-02-01,36.18,601
602 Launceston and North East,2002-02-01,31.52,602
603 Tasmania - South East,2002-02-01,37.18,603
604 Tasmania - West and North West,2002-02-01,46.37,604
701 Darwin,2002-02-01,43.55,701
702 Northern Territory - Outback,2002-02-01,29.59,702
801 Australian Capital Territory,2002-02-01,42.92,801
102 Central Coast,2003-02-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2003-02-01,35.97,115
116 Sydney - Blacktown,2003-02-01,23.53,116
117 Sydney - City and Inner South,2003-02-01,36.06,117
118 Sydney - Eastern Suburbs,2003-02-01,22.50,118
119 Sydney - Inner South West,2003-02-01,16.60,119
120 Sydney - Inner West,2003-02-01,35.45,120
121 Sydney - North Sydney and Hornsby,2003-02-01,22.52,121
122 Sydney - Northern Beaches,2003-02-01,15.03,122
123 Sydney - Outer South West,2003-02-01,24.73,123
124 Sydney - Outer West and Blue Mountains,2003-02-01,40.76,124
125 Sydney - Parramatta,2003-02-01,36.35,125
126 Sydney - Ryde,2003-02-01,35.70,126
127 Sydney - South West,2003-02-01,19.72,127
128 Sydney - Sutherland,2003-02-01,47.04,128
101 Capital Region,2003-02-01,26.65,101
103 New South Wales - Central West,2003-02-01,37.39,103
104 Coffs Harbour - Grafton,2003-02-01,43.67,104
105 Far West and Orana,2003-02-01,32.87,105
106 Hunter Valley exc Newcastle,2003-02-01,37.63,106
107 Illawarra,2003-02-01,46.06,107
108 Mid North Coast,2003-02-01,36.19,108
109 Murray,2003-02-01,42.86,109
110 New England and North West,2003-02-01,40.82,110
111 Newcastle and Lake Macquarie,2003-02-01,36.28,111
112 Richmond - Tweed,2003-02-01,35.95,112
113 Riverina,2003-02-01,33.77,113
114 Southern Highlands and Shoalhaven,2003-02-01,33.97,114
206 Melbourne - Inner,2003-02-01,37.52,206
207 Melbourne - Inner East,2003-02-01,17.85,207
208 Melbourne - Inner South,2003-02-01,17.82,208
209 Melbourne - North East,2003-02-01,19.57,209
210 Melbourne - North West,2003-02-01,35.39,210
211 Melbourne - Outer East,2003-02-01,39.87,211
212 Melbourne - South East,2003-02-01,34.21,212
213 Melbourne - West,2003-02-01,40.05,213
214 Mornington Peninsula,2003-02-01,39.63,214
201 Ballarat,2003-02-01,42.97,201
202 Bendigo,2003-02-01,34.16,202
203 Geelong,2003-02-01,36.06,203
204 Hume,2003-02-01,35.02,204
205 Latrobe - Gippsland,2003-02-01,37.45,205
215 Victoria - North West,2003-02-01,39.72,215
216 Shepparton,2003-02-01,31.77,216
217 Warrnambool and South West,2003-02-01,36.95,217
301 Brisbane - East,2003-02-01,39.31,301
302 Brisbane - North,2003-02-01,34.16,302
303 Brisbane - South,2003-02-01,33.69,303
304 Brisbane - West,2003-02-01,28.05,304
305 Brisbane Inner City,2003-02-01,18.62,305
310 Ipswich,2003-02-01,18.06,310
311 Logan - Beaudesert,2003-02-01,43.62,311
313 Moreton Bay - North,2003-02-01,45.91,313
314 Moreton Bay - South,2003-02-01,40.71,314
306 Cairns,2003-02-01,31.64,306
307 Darling Downs - Maranoa,2003-02-01,34.14,307
308 Fitzroy,2003-02-01,35.99,308
309 Gold Coast,2003-02-01,43.07,309
312 Mackay,2003-02-01,33.69,312
315 Queensland - Outback,2003-02-01,43.61,315
316 Sunshine Coast,2003-02-01,41.89,316
317 Toowoomba,2003-02-01,34.77,317
318 Townsville,2003-02-01,42.46,318
319 Wide Bay,2003-02-01,31.74,319
401 Adelaide - Central and Hills,2003-02-01,37.80,401
402 Adelaide - North,2003-02-01,23.47,402
403 Adelaide - South,2003-02-01,43.93,403
404 Adelaide - West,2003-02-01,34.05,404
405 Barossa - Yorke - Mid North,2003-02-01,34.32,405
406 South Australia - Outback,2003-02-01,40.22,406
407 South Australia - South East,2003-02-01,48.35,407
502 Mandurah,2003-02-01,41.12,502
503 Perth - Inner,2003-02-01,49.08,503
504 Perth - North East,2003-02-01,15.36,504
505 Perth - North West,2003-02-01,34.68,505
506 Perth - South East,2003-02-01,32.00,506
507 Perth - South West,2003-02-01,33.86,507
501 Bunbury,2003-02-01,33.42,501
508 Western Australia - Outback,2003-02-01,43.80,508
509 Western Australia - Wheat Belt,2003-02-01,48.93,509
601 Hobart,2003-02-01,33.52,601
602 Launceston and North East,2003-02-01,30.91,602
603 Tasmania - South East,2003-02-01,38.41,603
604 Tasmania - West and North West,2003-02-01,44.88,604
701 Darwin,2003-02-01,41.94,701
702 Northern Territory - Outback,2003-02-01,30.76,702
801 Australian Capital Territory,2003-02-01,42.80,801
102 Central Coast,2004-02-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2004-02-01,38.45,115
116 Sydney - Blacktown,2004-02-01,25.25,116
117 Sydney - City and Inner South,2004-02-01,41.96,117
118 Sydney - Eastern Suburbs,2004-02-01,22.52,118
119 Sydney - Inner South West,2004-02-01,16.12,119
120 Sydney - Inner West,2004-02-01,36.34,120
121 Sydney - North Sydney and Hornsby,2004-02-01,21.52,121
122 Sydney - Northern Beaches,2004-02-01,14.27,122
123 Sydney - Outer South West,2004-02-01,23.08,123
124 Sydney - Outer West and Blue Mountains,2004-02-01,40.57,124
125 Sydney - Parramatta,2004-02-01,32.71,125
126 Sydney - Ryde,2004-02-01,35.52,126
127 Sydney - South West,2004-02-01,17.13,127
128 Sydney - Sutherland,2004-02-01,40.26,128
101 Capital Region,2004-02-01,28.22,101
103 New South Wales - Central West,2004-02-01,35.50,103
104 Coffs Harbour - Grafton,2004-02-01,42.72,104
105 Far West and Orana,2004-02-01,41.76,105
106 Hunter Valley exc Newcastle,2004-02-01,31.89,106
107 Illawarra,2004-02-01,41.63,107
108 Mid North Coast,2004-02-01,39.84,108
109 Murray,2004-02-01,36.63,109
110 New England and North West,2004-02-01,37.63,110
111 Newcastle and Lake Macquarie,2004-02-01,33.53,111
112 Richmond - Tweed,2004-02-01,35.84,112
113 Riverina,2004-02-01,33.43,113
114 Southern Highlands and Shoalhaven,2004-02-01,37.57,114
206 Melbourne - Inner,2004-02-01,37.90,206
207 Melbourne - Inner East,2004-02-01,18.01,207
208 Melbourne - Inner South,2004-02-01,17.63,208
209 Melbourne - North East,2004-02-01,19.07,209
210 Melbourne - North West,2004-02-01,32.62,210
211 Melbourne - Outer East,2004-02-01,40.86,211
212 Melbourne - South East,2004-02-01,34.05,212
213 Melbourne - West,2004-02-01,40.96,213
214 Mornington Peninsula,2004-02-01,40.85,214
201 Ballarat,2004-02-01,37.24,201
202 Bendigo,2004-02-01,40.62,202
203 Geelong,2004-02-01,33.94,203
204 Hume,2004-02-01,40.85,204
205 Latrobe - Gippsland,2004-02-01,36.91,205
215 Victoria - North West,2004-02-01,34.89,215
216 Shepparton,2004-02-01,33.40,216
217 Warrnambool and South West,2004-02-01,35.49,217
301 Brisbane - East,2004-02-01,37.62,301
302 Brisbane - North,2004-02-01,40.21,302
303 Brisbane - South,2004-02-01,31.87,303
304 Brisbane - West,2004-02-01,27.24,304
305 Brisbane Inner City,2004-02-01,18.40,305
310 Ipswich,2004-02-01,17.01,310
311 Logan - Beaudesert,2004-02-01,45.49,311
313 Moreton Bay - North,2004-02-01,48.09,313
314 Moreton Bay - South,2004-02-01,42.42,314
306 Cairns,2004-02-01,37.20,306
307 Darling Downs - Maranoa,2004-02-01,37.56,307
308 Fitzroy,2004-02-01,34.70,308
309 Gold Coast,2004-02-01,43.20,309
312 Mackay,2004-02-01,32.42,312
315 Queensland - Outback,2004-02-01,43.91,315
316 Sunshine Coast,2004-02-01,45.99,316
317 Toowoomba,2004-02-01,33.61,317
318 Townsville,2004-02-01,35.57,318
319 Wide Bay,2004-02-01,38.96,319
401 Adelaide - Central and Hills,2004-02-01,38.69,401
402 Adelaide - North,2004-02-01,22.39,402
403 Adelaide - South,2004-02-01,42.39,403
404 Adelaide - West,2004-02-01,33.50,404
405 Barossa - Yorke - Mid North,2004-02-01,33.59,405
406 South Australia - Outback,2004-02-01,38.14,406
407 South Australia - South East,2004-02-01,44.09,407
502 Mandurah,2004-02-01,41.97,502
503 Perth - Inner,2004-02-01,47.81,503
504 Perth - North East,2004-02-01,15.19,504
505 Perth - North West,2004-02-01,35.87,505
506 Perth - South East,2004-02-01,31.56,506
507 Perth - South West,2004-02-01,36.31,507
501 Bunbury,2004-02-01,32.89,501
508 Western Australia - Outback,2004-02-01,48.17,508
509 Western Australia - Wheat Belt,2004-02-01,43.59,509
601 Hobart,2004-02-01,40.00,601
602 Launceston and North East,2004-02-01,29.48,602
603 Tasmania - South East,2004-02-01,39.18,603
604 Tasmania - West and North West,2004-02-01,45.99,604
701 Darwin,2004-02-01,42.77,701
702 Northern Territory - Outback,2004-02-01,32.81,702
801 Australian Capital Territory,2004-02-01,41.08,801
102 Central Coast,2005-02-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2005-02-01,34.75,115
116 Sydney - Blacktown,2005-02-01,24.41,116
117 Sydney - City and Inner South,2005-02-01,41.28,117
118 Sydney - Eastern Suburbs,2005-02-01,21.86,118
119 Sydney - Inner South West,2005-02-01,19.27,119
120 Sydney - Inner West,2005-02-01,35.12,120
121 Sydney - North Sydney and Hornsby,2005-02-01,23.07,121
122 Sydney - Northern Beaches,2005-02-01,13.41,122
123 Sydney - Outer South West,2005-02-01,23.45,123
124 Sydney - Outer West and Blue Mountains,2005-02-01,36.14,124
125 Sydney - Parramatta,2005-02-01,35.18,125
126 Sydney - Ryde,2005-02-01,36.21,126
127 Sydney - South West,2005-02-01,20.71,127
128 Sydney - Sutherland,2005-02-01,44.80,128
101 Capital Region,2005-02-01,27.81,101
103 New South Wales - Central West,2005-02-01,38.80,103
104 Coffs Harbour - Grafton,2005-02-01,38.43,104
105 Far West and Orana,2005-02-01,33.53,105
106 Hunter Valley exc Newcastle,2005-02-01,35.85,106
107 Illawarra,2005-02-01,44.56,107
108 Mid North Coast,2005-02-01,36.37,108
109 Murray,2005-02-01,36.50,109
110 New England and North West,2005-02-01,37.89,110
111 Newcastle and Lake Macquarie,2005-02-01,33.45,111
112 Richmond - Tweed,2005-02-01,33.46,112
113 Riverina,2005-02-01,33.41,113
114 Southern Highlands and Shoalhaven,2005-02-01,36.45,114
206 Melbourne - Inner,2005-02-01,38.43,206
207 Melbourne - Inner East,2005-02-01,19.72,207
208 Melbourne - Inner South,2005-02-01,18.93,208
209 Melbourne - North East,2005-02-01,18.46,209
210 Melbourne - North West,2005-02-01,32.44,210
211 Melbourne - Outer East,2005-02-01,41.24,211
212 Melbourne - South East,2005-02-01,34.89,212
213 Melbourne - West,2005-02-01,39.43,213
214 Mornington Peninsula,2005-02-01,39.09,214
201 Ballarat,2005-02-01,36.65,201
202 Bendigo,2005-02-01,39.79,202
203 Geelong,2005-02-01,33.88,203
204 Hume,2005-02-01,39.62,204
205 Latrobe - Gippsland,2005-02-01,39.54,205
215 Victoria - North West,2005-02-01,38.20,215
216 Shepparton,2005-02-01,35.01,216
217 Warrnambool and South West,2005-02-01,36.79,217
301 Brisbane - East,2005-02-01,43.11,301
302 Brisbane - North,2005-02-01,37.17,302
303 Brisbane - South,2005-02-01,32.20,303
304 Brisbane - West,2005-02-01,28.93,304
305 Brisbane Inner City,2005-02-01,17.61,305
310 Ipswich,2005-02-01,17.38,310
311 Logan - Beaudesert,2005-02-01,44.45,311
313 Moreton Bay - North,2005-02-01,44.80,313
314 Moreton Bay - South,2005-02-01,39.13,314
306 Cairns,2005-02-01,35.16,306
307 Darling Downs - Maranoa,2005-02-01,36.50,307
308 Fitzroy,2005-02-01,38.94,308
309 Gold Coast,2005-02-01,41.86,309
312 Mackay,2005-02-01,33.60,312
315 Queensland - Outback,2005-02-01,40.62,315
316 Sunshine Coast,2005-02-01,39.32,316
317 Toowoomba,2005-02-01,39.60,317
318 Townsville,2005-02-01,39.87,318
319 Wide Bay,2005-02-01,40.03,319
401 Adelaide - Central and Hills,2005-02-01,37.65,401
402 Adelaide - North,2005-02-01,22.55,402
403 Adelaide - South,2005-02-01,41.75,403
404 Adelaide - West,2005-02-01,31.96,404
405 Barossa - Yorke - Mid North,2005-02-01,33.32,405
406 South Australia - Outback,2005-02-01,37.22,406
407 South Australia - South East,2005-02-01,41.89,407
502 Mandurah,2005-02-01,41.13,502
503 Perth - Inner,2005-02-01,49.09,503
504 Perth - North East,2005-02-01,15.50,504
505 Perth - North West,2005-02-01,36.77,505
506 Perth - South East,2005-02-01,33.61,506
507 Perth - South West,2005-02-01,36.74,507
501 Bunbury,2005-02-01,33.67,501
508 Western Australia - Outback,2005-02-01,44.97,508
509 Western Australia - Wheat Belt,2005-02-01,44.10,509
601 Hobart,2005-02-01,41.04,601
602 Launceston and North East,2005-02-01,29.20,602
603 Tasmania - South East,2005-02-01,36.82,603
604 Tasmania - West and North West,2005-02-01,46.04,604
701 Darwin,2005-02-01,44.10,701
702 Northern Territory - Outback,2005-02-01,34.74,702
801 Australian Capital Territory,2005-02-01,35.09,801
102 Central Coast,2006-02-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2006-02-01,33.53,115
116 Sydney - Blacktown,2006-02-01,25.03,116
117 Sydney - City and Inner South,2006-02-01,40.56,117
118 Sydney - Eastern Suburbs,2006-02-01,20.16,118
119 Sydney - Inner South West,2006-02-01,16.01,119
120 Sydney - Inner West,2006-02-01,33.75,120
121 Sydney - North Sydney and Hornsby,2006-02-01,22.97,121
122 Sydney - Northern Beaches,2006-02-01,13.35,122
123 Sydney - Outer South West,2006-02-01,22.44,123
124 Sydney - Outer West and Blue Mountains,2006-02-01,35.50,124
125 Sydney - Parramatta,2006-02-01,35.57,125
126 Sydney - Ryde,2006-02-01,34.80,126
127 Sydney - South West,2006-02-01,15.59,127
128 Sydney - Sutherland,2006-02-01,42.06,128
101 Capital Region,2006-02-01,28.67,101
103 New South Wales - Central West,2006-02-01,32.93,103
104 Coffs Harbour - Grafton,2006-02-01,36.29,104
105 Far West and Orana,2006-02-01,35.73,105
106 Hunter Valley exc Newcastle,2006-02-01,30.75,106
107 Illawarra,2006-02-01,42.76,107
108 Mid North Coast,2006-02-01,37.49,108
109 Murray,2006-02-01,40.34,109
110 New England and North West,2006-02-01,45.28,110
111 Newcastle and Lake Macquarie,2006-02-01,36.45,111
112 Richmond - Tweed,2006-02-01,32.01,112
113 Riverina,2006-02-01,33.85,113
114 Southern Highlands and Shoalhaven,2006-02-01,35.35,114
206 Melbourne - Inner,2006-02-01,32.98,206
207 Melbourne - Inner East,2006-02-01,16.64,207
208 Melbourne - Inner South,2006-02-01,17.94,208
209 Melbourne - North East,2006-02-01,20.73,209
210 Melbourne - North West,2006-02-01,32.29,210
211 Melbourne - Outer East,2006-02-01,41.02,211
212 Melbourne - South East,2006-02-01,32.97,212
213 Melbourne - West,2006-02-01,38.42,213
214 Mornington Peninsula,2006-02-01,37.98,214
201 Ballarat,2006-02-01,39.30,201
202 Bendigo,2006-02-01,35.33,202
203 Geelong,2006-02-01,31.77,203
204 Hume,2006-02-01,36.09,204
205 Latrobe - Gippsland,2006-02-01,36.77,205
215 Victoria - North West,2006-02-01,40.01,215
216 Shepparton,2006-02-01,32.44,216
217 Warrnambool and South West,2006-02-01,42.08,217
301 Brisbane - East,2006-02-01,39.65,301
302 Brisbane - North,2006-02-01,33.28,302
303 Brisbane - South,2006-02-01,31.07,303
304 Brisbane - West,2006-02-01,27.61,304
305 Brisbane Inner City,2006-02-01,17.76,305
310 Ipswich,2006-02-01,18.30,310
311 Logan - Beaudesert,2006-02-01,44.32,311
313 Moreton Bay - North,2006-02-01,46.21,313
314 Moreton Bay - South,2006-02-01,42.82,314
306 Cairns,2006-02-01,31.04,306
307 Darling Downs - Maranoa,2006-02-01,37.50,307
308 Fitzroy,2006-02-01,38.61,308
309 Gold Coast,2006-02-01,41.24,309
312 Mackay,2006-02-01,33.88,312
315 Queensland - Outback,2006-02-01,45.89,315
316 Sunshine Coast,2006-02-01,44.57,316
317 Toowoomba,2006-02-01,35.71,317
318 Townsville,2006-02-01,36.75,318
319 Wide Bay,2006-02-01,36.19,319
401 Adelaide - Central and Hills,2006-02-01,40.25,401
402 Adelaide - North,2006-02-01,21.33,402
403 Adelaide - South,2006-02-01,41.59,403
404 Adelaide - West,2006-02-01,33.53,404
405 Barossa - Yorke - Mid North,2006-02-01,31.60,405
406 South Australia - Outback,2006-02-01,40.97,406
407 South Australia - South East,2006-02-01,40.29,407
502 Mandurah,2006-02-01,41.97,502
503 Perth - Inner,2006-02-01,53.17,503
504 Perth - North East,2006-02-01,13.87,504
505 Perth - North West,2006-02-01,36.59,505
506 Perth - South East,2006-02-01,31.96,506
507 Perth - South West,2006-02-01,36.16,507
501 Bunbury,2006-02-01,34.45,501
508 Western Australia - Outback,2006-02-01,43.23,508
509 Western Australia - Wheat Belt,2006-02-01,42.82,509
601 Hobart,2006-02-01,38.03,601
602 Launceston and North East,2006-02-01,28.98,602
603 Tasmania - South East,2006-02-01,38.21,603
604 Tasmania - West and North West,2006-02-01,47.99,604
