Labour market region (SA4): ASGS (2011),date,percent total workers,sa4_code_2011
501 Bunbury,2000-02-01,0.234,501
508 Western Australia - Outback,2000-02-01,0.2149,508
509 Western Australia - Wheat Belt,2000-02-01,0.175,509
601 Hobart,2000-02-01,0.2976,601
602 Launceston and North East,2000-02-01,0.2357,602
603 Tasmania - South East,2000-02-01,0.2014,603
604 Tasmania - West and North West,2000-02-01,0.22,604
701 Darwin,2000-02-01,0.2792,701
702 Northern Territory - Outback,2000-02-01,0.2221,702
801 Australian Capital Territory,2000-02-01,0.3047,801
102 Central Coast,2001-02-01,0.2883,102
115 Sydney - Baulkham Hills and Hawkesbury,2001-02-01,0.3084,115
116 Sydney - Blacktown,2001-02-01,0.3155,116
117 Sydney - City and Inner South,2001-02-01,0.2626,117
118 Sydney - Eastern Suburbs,2001-02-01,0.2789,118
119 Sydney - Inner South West,2001-02-01,0.2971,119
120 Sydney - Inner West,2001-02-01,0.2967,120
121 Sydney - North Sydney and Hornsby,2001-02-01,0.2585,121
122 Sydney - Northern Beaches,2001-02-01,0.3026,122
123 Sydney - Outer South West,2001-02-01,0.3309,123
124 Sydney - Outer West and Blue Mountains,2001-02-01,0.2924,124
125 Sydney - Parramatta,2001-02-01,0.3188,125
126 Sydney - Ryde,2001-02-01,0.2818,126
127 Sydney - South West,2001-02-01,0.2848,127
128 Sydney - Sutherland,2001-02-01,0.3303,128
101 Capital Region,2001-02-01,0.2343,101
103 New South Wales - Central West,2001-02-01,0.2453,103
104 Coffs Harbour - Grafton,2001-02-01,0.2921,104
105 Far West and Orana,2001-02-01,0.1413,105
106 Hunter Valley exc Newcastle,2001-02-01,0.2741,106
107 Illawarra,2001-02-01,0.2675,107
108 Mid North Coast,2001-02-01,0.2882,108
109 Murray,2001-02-01,0.2084,109
110 New England and North West,2001-02-01,0.2119,110
111 Newcastle and Lake Macquarie,2001-02-01,0.2842,111
112 Richmond - Tweed,2001-02-01,0.2607,112
113 Riverina,2001-02-01,0.2384,113
114 Southern Highlands and Shoalhaven,2001-02-01,0.2447,114
206 Melbourne - Inner,2001-02-01,0.2386,206
207 Melbourne - Inner East,2001-02-01,0.2742,207
208 Melbourne - Inner South,2001-02-01,0.2784,208
209 Melbourne - North East,2001-02-01,0.2648,209
210 Melbourne - North West,2001-02-01,0.2956,210
211 Melbourne - Outer East,2001-02-01,0.2958,211
212 Melbourne - South East,2001-02-01,0.2771,212
213 Melbourne - West,2001-02-01,0.2544,213
214 Mornington Peninsula,2001-02-01,0.2765,214
201 Ballarat,2001-02-01,0.2453,201
202 Bendigo,2001-02-01,0.2353,202
203 Geelong,2001-02-01,0.2618,203
204 Hume,2001-02-01,0.2566,204
205 Latrobe - Gippsland,2001-02-01,0.1964,205
215 Victoria - North West,2001-02-01,0.1935,215
216 Shepparton,2001-02-01,0.1874,216
217 Warrnambool and South West,2001-02-01,0.1788,217
301 Brisbane - East,2001-02-01,0.3277,301
302 Brisbane - North,2001-02-01,0.3362,302
303 Brisbane - South,2001-02-01,0.3315,303
304 Brisbane - West,2001-02-01,0.2838,304
305 Brisbane Inner City,2001-02-01,0.2782,305
310 Ipswich,2001-02-01,0.2531,310
311 Logan - Beaudesert,2001-02-01,0.2752,311
313 Moreton Bay - North,2001-02-01,0.3302,313
314 Moreton Bay - South,2001-02-01,0.3181,314
306 Cairns,2001-02-01,0.2487,306
307 Darling Downs - Maranoa,2001-02-01,0.2031,307
308 Fitzroy,2001-02-01,0.2488,308
309 Gold Coast,2001-02-01,0.3165,309
312 Mackay,2001-02-01,0.2491,312
315 Queensland - Outback,2001-02-01,0.1921,315
316 Sunshine Coast,2001-02-01,0.2657,316
317 Toowoomba,2001-02-01,0.2766,317
318 Townsville,2001-02-01,0.2489,318
319 Wide Bay,2001-02-01,0.2016,319
401 Adelaide - Central and Hills,2001-02-01,0.2751,401
402 Adelaide - North,2001-02-01,0.2907,402
403 Adelaide - South,2001-02-01,0.2674,403
404 Adelaide - West,2001-02-01,0.2831,404
405 Barossa - Yorke - Mid North,2001-02-01,0.1693,405
406 South Australia - Outback,2001-02-01,0.1868,406
407 South Australia - South East,2001-02-01,0.1798,407
502 Mandurah,2001-02-01,0.2084,502
503 Perth - Inner,2001-02-01,0.241,503
504 Perth - North East,2001-02-01,0.3083,504
505 Perth - North West,2001-02-01,0.3201,505
506 Perth - South East,2001-02-01,0.3101,506
507 Perth - South West,2001-02-01,0.271,507
501 Bunbury,2001-02-01,0.2368,501
508 Western Australia - Outback,2001-02-01,0.2284,508
509 Western Australia - Wheat Belt,2001-02-01,0.1817,509
601 Hobart,2001-02-01,0.3031,601
602 Launceston and North East,2001-02-01,0.2345,602
603 Tasmania - South East,2001-02-01,0.2178,603
604 Tasmania - West and North West,2001-02-01,0.2386,604
701 Darwin,2001-02-01,0.2928,701
702 Northern Territory - Outback,2001-02-01,0.1635,702
801 Australian Capital Territory,2001-02-01,0.2976,801
102 Central Coast,2002-02-01,0.2726,102
115 Sydney - Baulkham Hills and Hawkesbury,2002-02-01,0.2743,115
116 Sydney - Blacktown,2002-02-01,0.3068,116
117 Sydney - City and Inner South,2002-02-01,0.2775,117
118 Sydney - Eastern Suburbs,2002-02-01,0.2502,118
119 Sydney - Inner South West,2002-02-01,0.2894,119
120 Sydney - Inner West,2002-02-01,0.2552,120
121 Sydney - North Sydney and Hornsby,2002-02-01,0.2627,121
122 Sydney - Northern Beaches,2002-02-01,0.3026,122
123 Sydney - Outer South West,2002-02-01,0.2875,123
124 Sydney - Outer West and Blue Mountains,2002-02-01,0.292,124
125 Sydney - Parramatta,2002-02-01,0.3081,125
126 Sydney - Ryde,2002-02-01,0.3129,126
127 Sydney - South West,2002-02-01,0.3056,127
128 Sydney - Sutherland,2002-02-01,0.3098,128
101 Capital Region,2002-02-01,0.234,101
103 New South Wales - Central West,2002-02-01,0.2314,103
104 Coffs Harbour - Grafton,2002-02-01,0.2547,104
105 Far West and Orana,2002-02-01,0.1517,105
106 Hunter Valley exc Newcastle,2002-02-01,0.2462,106
107 Illawarra,2002-02-01,0.2511,107
108 Mid North Coast,2002-02-01,0.2601,108
109 Murray,2002-02-01,0.2651,109
110 New England and North West,2002-02-01,0.1973,110
111 Newcastle and Lake Macquarie,2002-02-01,0.2807,111
112 Richmond - Tweed,2002-02-01,0.2662,112
113 Riverina,2002-02-01,0.2226,113
114 Southern Highlands and Shoalhaven,2002-02-01,0.2539,114
206 Melbourne - Inner,2002-02-01,0.2373,206
207 Melbourne - Inner East,2002-02-01,0.2439,207
208 Melbourne - Inner South,2002-02-01,0.2801,208
209 Melbourne - North East,2002-02-01,0.2746,209
210 Melbourne - North West,2002-02-01,0.2934,210
211 Melbourne - Outer East,2002-02-01,0.2974,211
212 Melbourne - South East,2002-02-01,0.2783,212
213 Melbourne - West,2002-02-01,0.2812,213
214 Mornington Peninsula,2002-02-01,0.25,214
201 Ballarat,2002-02-01,0.2066,201
202 Bendigo,2002-02-01,0.255,202
203 Geelong,2002-02-01,0.2522,203
204 Hume,2002-02-01,0.1954,204
205 Latrobe - Gippsland,2002-02-01,0.2312,205
215 Victoria - North West,2002-02-01,0.2103,215
216 Shepparton,2002-02-01,0.231,216
217 Warrnambool and South West,2002-02-01,0.1702,217
301 Brisbane - East,2002-02-01,0.3161,301
302 Brisbane - North,2002-02-01,0.3331,302
303 Brisbane - South,2002-02-01,0.3255,303
304 Brisbane - West,2002-02-01,0.3013,304
305 Brisbane Inner City,2002-02-01,0.2568,305
310 Ipswich,2002-02-01,0.2318,310
311 Logan - Beaudesert,2002-02-01,0.2811,311
313 Moreton Bay - North,2002-02-01,0.2947,313
314 Moreton Bay - South,2002-02-01,0.3253,314
306 Cairns,2002-02-01,0.2214,306
307 Darling Downs - Maranoa,2002-02-01,0.1715,307
308 Fitzroy,2002-02-01,0.2015,308
309 Gold Coast,2002-02-01,0.3036,309
312 Mackay,2002-02-01,0.2128,312
315 Queensland - Outback,2002-02-01,0.1842,315
316 Sunshine Coast,2002-02-01,0.2682,316
317 Toowoomba,2002-02-01,0.2678,317
318 Townsville,2002-02-01,0.2644,318
319 Wide Bay,2002-02-01,0.2404,319
401 Adelaide - Central and Hills,2002-02-01,0.2512,401
402 Adelaide - North,2002-02-01,0.2637,402
403 Adelaide - South,2002-02-01,0.2592,403
404 Adelaide - West,2002-02-01,0.29,404
405 Barossa - Yorke - Mid North,2002-02-01,0.1821,405
406 South Australia - Outback,2002-02-01,0.1976,406
407 South Australia - South East,2002-02-01,0.1951,407
502 Mandurah,2002-02-01,0.2463,502
503 Perth - Inner,2002-02-01,0.2272,503
504 Perth - North East,2002-02-01,0.2937,504
505 Perth - North West,2002-02-01,0.2979,505
506 Perth - South East,2002-02-01,0.3014,506
507 Perth - South West,2002-02-01,0.2755,507
501 Bunbury,2002-02-01,0.2559,501
508 Western Australia - Outback,2002-02-01,0.2087,508
509 Western Australia - Wheat Belt,2002-02-01,0.1741,509
601 Hobart,2002-02-01,0.2951,601
602 Launceston and North East,2002-02-01,0.2592,602
603 Tasmania - South East,2002-02-01,0.1948,603
604 Tasmania - West and North West,2002-02-01,0.2266,604
701 Darwin,2002-02-01,0.2911,701
702 Northern Territory - Outback,2002-02-01,0.1552,702
801 Australian Capital Territory,2002-02-01,0.3028,801
102 Central Coast,2003-02-01,0.2849,102
115 Sydney - Baulkham Hills and Hawkesbury,2003-02-01,0.2933,115
116 Sydney - Blacktown,2003-02-01,0.3686,116
117 Sydney - City and Inner South,2003-02-01,0.2563,117
118 Sydney - Eastern Suburbs,2003-02-01,0.229,118
119 Sydney - Inner South West,2003-02-01,0.3091,119
120 Sydney - Inner West,2003-02-01,0.2777,120
121 Sydney - North Sydney and Hornsby,2003-02-01,0.2696,121
122 Sydney - Northern Beaches,2003-02-01,0.2924,122
123 Sydney - Outer South West,2003-02-01,0.3029,123
124 Sydney - Outer West and Blue Mountains,2003-02-01,0.2965,124
125 Sydney - Parramatta,2003-02-01,0.2967,125
126 Sydney - Ryde,2003-02-01,0.261,126
127 Sydney - South West,2003-02-01,0.2644,127
128 Sydney - Sutherland,2003-02-01,0.3071,128
101 Capital Region,2003-02-01,0.2232,101
103 New South Wales - Central West,2003-02-01,0.2247,103
104 Coffs Harbour - Grafton,2003-02-01,0.291,104
105 Far West and Orana,2003-02-01,0.1795,105
106 Hunter Valley exc Newcastle,2003-02-01,0.2457,106
107 Illawarra,2003-02-01,0.2549,107
108 Mid North Coast,2003-02-01,0.2426,108
109 Murray,2003-02-01,0.2907,109
110 New England and North West,2003-02-01,0.2126,110
111 Newcastle and Lake Macquarie,2003-02-01,0.2927,111
112 Richmond - Tweed,2003-02-01,0.2558,112
113 Riverina,2003-02-01,0.2137,113
114 Southern Highlands and Shoalhaven,2003-02-01,0.2365,114
206 Melbourne - Inner,2003-02-01,0.2328,206
207 Melbourne - Inner East,2003-02-01,0.282,207
208 Melbourne - Inner South,2003-02-01,0.2644,208
209 Melbourne - North East,2003-02-01,0.27,209
210 Melbourne - North West,2003-02-01,0.3107,210
211 Melbourne - Outer East,2003-02-01,0.3056,211
212 Melbourne - South East,2003-02-01,0.269,212
213 Melbourne - West,2003-02-01,0.284,213
214 Mornington Peninsula,2003-02-01,0.2456,214
201 Ballarat,2003-02-01,0.235,201
202 Bendigo,2003-02-01,0.2696,202
203 Geelong,2003-02-01,0.231,203
204 Hume,2003-02-01,0.2012,204
205 Latrobe - Gippsland,2003-02-01,0.2212,205
215 Victoria - North West,2003-02-01,0.2337,215
216 Shepparton,2003-02-01,0.2409,216
217 Warrnambool and South West,2003-02-01,0.1766,217
301 Brisbane - East,2003-02-01,0.3047,301
302 Brisbane - North,2003-02-01,0.309,302
303 Brisbane - South,2003-02-01,0.3064,303
304 Brisbane - West,2003-02-01,0.319,304
305 Brisbane Inner City,2003-02-01,0.2313,305
310 Ipswich,2003-02-01,0.2528,310
311 Logan - Beaudesert,2003-02-01,0.2719,311
313 Moreton Bay - North,2003-02-01,0.2739,313
314 Moreton Bay - South,2003-02-01,0.3352,314
306 Cairns,2003-02-01,0.2627,306
307 Darling Downs - Maranoa,2003-02-01,0.1915,307
308 Fitzroy,2003-02-01,0.1977,308
309 Gold Coast,2003-02-01,0.3148,309
312 Mackay,2003-02-01,0.2426,312
315 Queensland - Outback,2003-02-01,0.1881,315
316 Sunshine Coast,2003-02-01,0.2615,316
317 Toowoomba,2003-02-01,0.2812,317
318 Townsville,2003-02-01,0.2214,318
319 Wide Bay,2003-02-01,0.2428,319
401 Adelaide - Central and Hills,2003-02-01,0.2498,401
402 Adelaide - North,2003-02-01,0.2825,402
403 Adelaide - South,2003-02-01,0.2796,403
404 Adelaide - West,2003-02-01,0.2667,404
405 Barossa - Yorke - Mid North,2003-02-01,0.1808,405
406 South Australia - Outback,2003-02-01,0.1719,406
407 South Australia - South East,2003-02-01,0.1715,407
502 Mandurah,2003-02-01,0.2089,502
503 Perth - Inner,2003-02-01,0.239,503
504 Perth - North East,2003-02-01,0.2861,504
505 Perth - North West,2003-02-01,0.2979,505
506 Perth - South East,2003-02-01,0.3064,506
507 Perth - South West,2003-02-01,0.2663,507
501 Bunbury,2003-02-01,0.234,501
508 Western Australia - Outback,2003-02-01,0.2193,508
509 Western Australia - Wheat Belt,2003-02-01,0.1823,509
601 Hobart,2003-02-01,0.2894,601
602 Launceston and North East,2003-02-01,0.2718,602
603 Tasmania - South East,2003-02-01,0.1874,603
604 Tasmania - West and North West,2003-02-01,0.2416,604
701 Darwin,2003-02-01,0.2776,701
702 Northern Territory - Outback,2003-02-01,0.1792,702
801 Australian Capital Territory,2003-02-01,0.2926,801
102 Central Coast,2004-02-01,0.3148,102
115 Sydney - Baulkham Hills and Hawkesbury,2004-02-01,0.2846,115
116 Sydney - Blacktown,2004-02-01,0.2916,116
117 Sydney - City and Inner South,2004-02-01,0.2782,117
118 Sydney - Eastern Suburbs,2004-02-01,0.2296,118
119 Sydney - Inner South West,2004-02-01,0.2931,119
120 Sydney - Inner West,2004-02-01,0.2733,120
121 Sydney - North Sydney and Hornsby,2004-02-01,0.243,121
122 Sydney - Northern Beaches,2004-02-01,0.2679,122
123 Sydney - Outer South West,2004-02-01,0.287,123
124 Sydney - Outer West and Blue Mountains,2004-02-01,0.2882,124
125 Sydney - Parramatta,2004-02-01,0.2929,125
126 Sydney - Ryde,2004-02-01,0.2736,126
127 Sydney - South West,2004-02-01,0.3139,127
128 Sydney - Sutherland,2004-02-01,0.277,128
101 Capital Region,2004-02-01,0.2391,101
103 New South Wales - Central West,2004-02-01,0.2134,103
104 Coffs Harbour - Grafton,2004-02-01,0.2686,104
105 Far West and Orana,2004-02-01,0.1913,105
106 Hunter Valley exc Newcastle,2004-02-01,0.2493,106
107 Illawarra,2004-02-01,0.2302,107
108 Mid North Coast,2004-02-01,0.2297,108
109 Murray,2004-02-01,0.2489,109
110 New England and North West,2004-02-01,0.2407,110
111 Newcastle and Lake Macquarie,2004-02-01,0.2697,111
112 Richmond - Tweed,2004-02-01,0.2364,112
113 Riverina,2004-02-01,0.2271,113
114 Southern Highlands and Shoalhaven,2004-02-01,0.2549,114
206 Melbourne - Inner,2004-02-01,0.2197,206
207 Melbourne - Inner East,2004-02-01,0.2723,207
208 Melbourne - Inner South,2004-02-01,0.2561,208
209 Melbourne - North East,2004-02-01,0.2971,209
210 Melbourne - North West,2004-02-01,0.2945,210
211 Melbourne - Outer East,2004-02-01,0.2969,211
212 Melbourne - South East,2004-02-01,0.2776,212
213 Melbourne - West,2004-02-01,0.2834,213
214 Mornington Peninsula,2004-02-01,0.2774,214
201 Ballarat,2004-02-01,0.2247,201
202 Bendigo,2004-02-01,0.2644,202
203 Geelong,2004-02-01,0.2373,203
204 Hume,2004-02-01,0.2139,204
205 Latrobe - Gippsland,2004-02-01,0.272,205
215 Victoria - North West,2004-02-01,0.2168,215
216 Shepparton,2004-02-01,0.2493,216
217 Warrnambool and South West,2004-02-01,0.2101,217
301 Brisbane - East,2004-02-01,0.3017,301
302 Brisbane - North,2004-02-01,0.3436,302
303 Brisbane - South,2004-02-01,0.3112,303
304 Brisbane - West,2004-02-01,0.303,304
305 Brisbane Inner City,2004-02-01,0.2685,305
310 Ipswich,2004-02-01,0.2478,310
311 Logan - Beaudesert,2004-02-01,0.2617,311
313 Moreton Bay - North,2004-02-01,0.2817,313
314 Moreton Bay - South,2004-02-01,0.3205,314
306 Cairns,2004-02-01,0.2357,306
307 Darling Downs - Maranoa,2004-02-01,0.1677,307
308 Fitzroy,2004-02-01,0.235,308
309 Gold Coast,2004-02-01,0.3161,309
312 Mackay,2004-02-01,0.2316,312
315 Queensland - Outback,2004-02-01,0.1533,315
316 Sunshine Coast,2004-02-01,0.2614,316
317 Toowoomba,2004-02-01,0.3224,317
318 Townsville,2004-02-01,0.283,318
319 Wide Bay,2004-02-01,0.2482,319
401 Adelaide - Central and Hills,2004-02-01,0.2731,401
402 Adelaide - North,2004-02-01,0.2717,402
403 Adelaide - South,2004-02-01,0.2778,403
404 Adelaide - West,2004-02-01,0.2791,404
405 Barossa - Yorke - Mid North,2004-02-01,0.1711,405
406 South Australia - Outback,2004-02-01,0.2076,406
407 South Australia - South East,2004-02-01,0.1775,407
502 Mandurah,2004-02-01,0.2269,502
503 Perth - Inner,2004-02-01,0.2281,503
504 Perth - North East,2004-02-01,0.2741,504
505 Perth - North West,2004-02-01,0.2844,505
506 Perth - South East,2004-02-01,0.2846,506
507 Perth - South West,2004-02-01,0.2848,507
501 Bunbury,2004-02-01,0.1809,501
508 Western Australia - Outback,2004-02-01,0.2004,508
509 Western Australia - Wheat Belt,2004-02-01,0.1798,509
601 Hobart,2004-02-01,0.2805,601
602 Launceston and North East,2004-02-01,0.2569,602
603 Tasmania - South East,2004-02-01,0.1811,603
604 Tasmania - West and North West,2004-02-01,0.2295,604
701 Darwin,2004-02-01,0.2563,701
702 Northern Territory - Outback,2004-02-01,0.1844,702
801 Australian Capital Territory,2004-02-01,0.2816,801
102 Central Coast,2005-02-01,0.3018,102
115 Sydney - Baulkham Hills and Hawkesbury,2005-02-01,0.299,115
116 Sydney - Blacktown,2005-02-01,0.2809,116
117 Sydney - City and Inner South,2005-02-01,0.2596,117
118 Sydney - Eastern Suburbs,2005-02-01,0.2103,118
119 Sydney - Inner South West,2005-02-01,0.2845,119
120 Sydney - Inner West,2005-02-01,0.2679,120
121 Sydney - North Sydney and Hornsby,2005-02-01,0.2532,121
122 Sydney - Northern Beaches,2005-02-01,0.2601,122
123 Sydney - Outer South West,2005-02-01,0.286,123
124 Sydney - Outer West and Blue Mountains,2005-02-01,0.2863,124
125 Sydney - Parramatta,2005-02-01,0.2668,125
126 Sydney - Ryde,2005-02-01,0.2365,126
127 Sydney - South West,2005-02-01,0.268,127
128 Sydney - Sutherland,2005-02-01,0.3338,128
101 Capital Region,2005-02-01,0.2444,101
103 New South Wales - Central West,2005-02-01,0.2258,103
104 Coffs Harbour - Grafton,2005-02-01,0.322,104
105 Far West and Orana,2005-02-01,0.2143,105
106 Hunter Valley exc Newcastle,2005-02-01,0.2537,106
107 Illawarra,2005-02-01,0.2308,107
108 Mid North Coast,2005-02-01,0.2482,108
109 Murray,2005-02-01,0.2267,109
110 New England and North West,2005-02-01,0.2276,110
111 Newcastle and Lake Macquarie,2005-02-01,0.2477,111
112 Richmond - Tweed,2005-02-01,0.2505,112
113 Riverina,2005-02-01,0.1957,113
114 Southern Highlands and Shoalhaven,2005-02-01,0.2649,114
206 Melbourne - Inner,2005-02-01,0.2253,206
207 Melbourne - Inner East,2005-02-01,0.2678,207
208 Melbourne - Inner South,2005-02-01,0.2513,208
209 Melbourne - North East,2005-02-01,0.2743,209
210 Melbourne - North West,2005-02-01,0.2857,210
211 Melbourne - Outer East,2005-02-01,0.275,211
212 Melbourne - South East,2005-02-01,0.2628,212
213 Melbourne - West,2005-02-01,0.2725,213
214 Mornington Peninsula,2005-02-01,0.2816,214
201 Ballarat,2005-02-01,0.209,201
202 Bendigo,2005-02-01,0.2577,202
203 Geelong,2005-02-01,0.1965,203
204 Hume,2005-02-01,0.1779,204
205 Latrobe - Gippsland,2005-02-01,0.2107,205
215 Victoria - North West,2005-02-01,0.2264,215
216 Shepparton,2005-02-01,0.237,216
217 Warrnambool and South West,2005-02-01,0.1874,217
301 Brisbane - East,2005-02-01,0.3053,301
302 Brisbane - North,2005-02-01,0.3052,302
303 Brisbane - South,2005-02-01,0.2969,303
304 Brisbane - West,2005-02-01,0.2623,304
305 Brisbane Inner City,2005-02-01,0.2583,305
310 Ipswich,2005-02-01,0.2672,310
311 Logan - Beaudesert,2005-02-01,0.2919,311
313 Moreton Bay - North,2005-02-01,0.2709,313
314 Moreton Bay - South,2005-02-01,0.2969,314
306 Cairns,2005-02-01,0.2721,306
307 Darling Downs - Maranoa,2005-02-01,0.1742,307
308 Fitzroy,2005-02-01,0.248,308
309 Gold Coast,2005-02-01,0.2861,309
312 Mackay,2005-02-01,0.2362,312
315 Queensland - Outback,2005-02-01,0.1997,315
316 Sunshine Coast,2005-02-01,0.28,316
317 Toowoomba,2005-02-01,0.2524,317
318 Townsville,2005-02-01,0.2709,318
319 Wide Bay,2005-02-01,0.2507,319
401 Adelaide - Central and Hills,2005-02-01,0.2546,401
402 Adelaide - North,2005-02-01,0.2812,402
403 Adelaide - South,2005-02-01,0.2698,403
404 Adelaide - West,2005-02-01,0.3153,404
405 Barossa - Yorke - Mid North,2005-02-01,0.2305,405
406 South Australia - Outback,2005-02-01,0.2011,406
407 South Australia - South East,2005-02-01,0.1762,407
502 Mandurah,2005-02-01,0.2458,502
503 Perth - Inner,2005-02-01,0.238,503
504 Perth - North East,2005-02-01,0.2745,504
505 Perth - North West,2005-02-01,0.2725,505
506 Perth - South East,2005-02-01,0.2755,506
507 Perth - South West,2005-02-01,0.2703,507
501 Bunbury,2005-02-01,0.218,501
508 Western Australia - Outback,2005-02-01,0.1889,508
509 Western Australia - Wheat Belt,2005-02-01,0.1726,509
