Labour market region (SA4): ASGS (2011),date,percent parttime,sa4_code_2011
601 Hobart,2006-02-01,0.1879,601
602 Launceston and North East,2006-02-01,0.276,602
603 Tasmania - South East,2006-02-01,0.2355,603
604 Tasmania - West and North West,2006-02-01,0.158,604
701 Darwin,2006-02-01,0.2427,701
702 Northern Territory - Outback,2006-02-01,0.2754,702
801 Australian Capital Territory,2006-02-01,0.2394,801
102 Central Coast,2007-02-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2007-02-01,0.2804,115
116 Sydney - Blacktown,2007-02-01,0.2492,116
117 Sydney - City and Inner South,2007-02-01,0.3076,117
118 Sydney - Eastern Suburbs,2007-02-01,0.2551,118
119 Sydney - Inner South West,2007-02-01,0.2218,119
120 Sydney - Inner West,2007-02-01,0.2626,120
121 Sydney - North Sydney and Hornsby,2007-02-01,0.2566,121
122 Sydney - Northern Beaches,2007-02-01,0.2642,122
123 Sydney - Outer South West,2007-02-01,0.2386,123
124 Sydney - Outer West and Blue Mountains,2007-02-01,0.2915,124
125 Sydney - Parramatta,2007-02-01,0.2669,125
126 Sydney - Ryde,2007-02-01,0.2844,126
127 Sydney - South West,2007-02-01,0.2285,127
128 Sydney - Sutherland,2007-02-01,0.2724,128
101 Capital Region,2007-02-01,0.2996,101
103 New South Wales - Central West,2007-02-01,0.2473,103
104 Coffs Harbour - Grafton,2007-02-01,0.215,104
105 Far West and Orana,2007-02-01,0.2658,105
106 Hunter Valley exc Newcastle,2007-02-01,0.1697,106
107 Illawarra,2007-02-01,0.227,107
108 Mid North Coast,2007-02-01,0.2723,108
109 Murray,2007-02-01,0.2796,109
110 New England and North West,2007-02-01,0.2502,110
111 Newcastle and Lake Macquarie,2007-02-01,0.221,111
112 Richmond - Tweed,2007-02-01,0.2784,112
113 Riverina,2007-02-01,0.2388,113
114 Southern Highlands and Shoalhaven,2007-02-01,0.1866,114
206 Melbourne - Inner,2007-02-01,0.2181,206
207 Melbourne - Inner East,2007-02-01,0.2438,207
208 Melbourne - Inner South,2007-02-01,0.2419,208
209 Melbourne - North East,2007-02-01,0.2401,209
210 Melbourne - North West,2007-02-01,0.286,210
211 Melbourne - Outer East,2007-02-01,0.2725,211
212 Melbourne - South East,2007-02-01,0.2731,212
213 Melbourne - West,2007-02-01,0.2786,213
214 Mornington Peninsula,2007-02-01,0.2698,214
201 Ballarat,2007-02-01,0.2742,201
202 Bendigo,2007-02-01,0.2191,202
203 Geelong,2007-02-01,0.2352,203
204 Hume,2007-02-01,0.2349,204
205 Latrobe - Gippsland,2007-02-01,0.1948,205
215 Victoria - North West,2007-02-01,0.232,215
216 Shepparton,2007-02-01,0.2008,216
217 Warrnambool and South West,2007-02-01,0.2056,217
301 Brisbane - East,2007-02-01,0.1831,301
302 Brisbane - North,2007-02-01,0.2859,302
303 Brisbane - South,2007-02-01,0.3445,303
304 Brisbane - West,2007-02-01,0.2776,304
305 Brisbane Inner City,2007-02-01,0.2702,305
310 Ipswich,2007-02-01,0.2516,310
311 Logan - Beaudesert,2007-02-01,0.2275,311
313 Moreton Bay - North,2007-02-01,0.273,313
314 Moreton Bay - South,2007-02-01,0.2894,314
306 Cairns,2007-02-01,0.3272,306
307 Darling Downs - Maranoa,2007-02-01,0.2543,307
308 Fitzroy,2007-02-01,0.1839,308
309 Gold Coast,2007-02-01,0.2307,309
312 Mackay,2007-02-01,0.2708,312
315 Queensland - Outback,2007-02-01,0.2091,315
316 Sunshine Coast,2007-02-01,0.2081,316
317 Toowoomba,2007-02-01,0.2758,317
318 Townsville,2007-02-01,0.2454,318
319 Wide Bay,2007-02-01,0.2683,319
401 Adelaide - Central and Hills,2007-02-01,0.2298,401
402 Adelaide - North,2007-02-01,0.2379,402
403 Adelaide - South,2007-02-01,0.269,403
404 Adelaide - West,2007-02-01,0.2631,404
405 Barossa - Yorke - Mid North,2007-02-01,0.2707,405
406 South Australia - Outback,2007-02-01,0.2237,406
407 South Australia - South East,2007-02-01,0.1815,407
502 Mandurah,2007-02-01,0.1831,502
503 Perth - Inner,2007-02-01,0.2004,503
504 Perth - North East,2007-02-01,0.1916,504
505 Perth - North West,2007-02-01,0.2349,505
506 Perth - South East,2007-02-01,0.2765,506
507 Perth - South West,2007-02-01,0.2686,507
501 Bunbury,2007-02-01,0.2696,501
508 Western Australia - Outback,2007-02-01,0.1973,508
509 Western Australia - Wheat Belt,2007-02-01,0.1766,509
601 Hobart,2007-02-01,0.2048,601
602 Launceston and North East,2007-02-01,0.2676,602
603 Tasmania - South East,2007-02-01,0.2294,603
604 Tasmania - West and North West,2007-02-01,0.1745,604
701 Darwin,2007-02-01,0.2214,701
702 Northern Territory - Outback,2007-02-01,0.2615,702
801 Australian Capital Territory,2007-02-01,0.1775,801
102 Central Coast,2008-02-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2008-02-01,0.2643,115
116 Sydney - Blacktown,2008-02-01,0.2664,116
117 Sydney - City and Inner South,2008-02-01,0.2588,117
118 Sydney - Eastern Suburbs,2008-02-01,0.2441,118
119 Sydney - Inner South West,2008-02-01,0.2096,119
120 Sydney - Inner West,2008-02-01,0.2712,120
121 Sydney - North Sydney and Hornsby,2008-02-01,0.2419,121
122 Sydney - Northern Beaches,2008-02-01,0.2345,122
123 Sydney - Outer South West,2008-02-01,0.2274,123
124 Sydney - Outer West and Blue Mountains,2008-02-01,0.3175,124
125 Sydney - Parramatta,2008-02-01,0.2623,125
126 Sydney - Ryde,2008-02-01,0.2869,126
127 Sydney - South West,2008-02-01,0.2538,127
128 Sydney - Sutherland,2008-02-01,0.2772,128
101 Capital Region,2008-02-01,0.2431,101
103 New South Wales - Central West,2008-02-01,0.2344,103
104 Coffs Harbour - Grafton,2008-02-01,0.2448,104
105 Far West and Orana,2008-02-01,0.259,105
106 Hunter Valley exc Newcastle,2008-02-01,0.1766,106
107 Illawarra,2008-02-01,0.2197,107
108 Mid North Coast,2008-02-01,0.2412,108
109 Murray,2008-02-01,0.26,109
110 New England and North West,2008-02-01,0.2175,110
111 Newcastle and Lake Macquarie,2008-02-01,0.1827,111
112 Richmond - Tweed,2008-02-01,0.2615,112
113 Riverina,2008-02-01,0.2203,113
114 Southern Highlands and Shoalhaven,2008-02-01,0.2506,114
206 Melbourne - Inner,2008-02-01,0.2213,206
207 Melbourne - Inner East,2008-02-01,0.2403,207
208 Melbourne - Inner South,2008-02-01,0.2675,208
209 Melbourne - North East,2008-02-01,0.239,209
210 Melbourne - North West,2008-02-01,0.2744,210
211 Melbourne - Outer East,2008-02-01,0.2974,211
212 Melbourne - South East,2008-02-01,0.25,212
213 Melbourne - West,2008-02-01,0.2705,213
214 Mornington Peninsula,2008-02-01,0.2733,214
201 Ballarat,2008-02-01,0.2706,201
202 Bendigo,2008-02-01,0.249,202
203 Geelong,2008-02-01,0.2419,203
204 Hume,2008-02-01,0.2182,204
205 Latrobe - Gippsland,2008-02-01,0.2096,205
215 Victoria - North West,2008-02-01,0.2436,215
216 Shepparton,2008-02-01,0.2098,216
217 Warrnambool and South West,2008-02-01,0.1939,217
301 Brisbane - East,2008-02-01,0.2173,301
302 Brisbane - North,2008-02-01,0.2712,302
303 Brisbane - South,2008-02-01,0.2822,303
304 Brisbane - West,2008-02-01,0.2897,304
305 Brisbane Inner City,2008-02-01,0.2357,305
310 Ipswich,2008-02-01,0.263,310
311 Logan - Beaudesert,2008-02-01,0.2426,311
313 Moreton Bay - North,2008-02-01,0.2575,313
314 Moreton Bay - South,2008-02-01,0.2531,314
306 Cairns,2008-02-01,0.3049,306
307 Darling Downs - Maranoa,2008-02-01,0.2271,307
308 Fitzroy,2008-02-01,0.1909,308
309 Gold Coast,2008-02-01,0.2288,309
312 Mackay,2008-02-01,0.28,312
315 Queensland - Outback,2008-02-01,0.2202,315
316 Sunshine Coast,2008-02-01,0.1295,316
317 Toowoomba,2008-02-01,0.2537,317
318 Townsville,2008-02-01,0.2624,318
319 Wide Bay,2008-02-01,0.2488,319
401 Adelaide - Central and Hills,2008-02-01,0.2174,401
402 Adelaide - North,2008-02-01,0.2519,402
403 Adelaide - South,2008-02-01,0.2778,403
404 Adelaide - West,2008-02-01,0.2521,404
405 Barossa - Yorke - Mid North,2008-02-01,0.2901,405
406 South Australia - Outback,2008-02-01,0.2518,406
407 South Australia - South East,2008-02-01,0.1909,407
502 Mandurah,2008-02-01,0.2002,502
503 Perth - Inner,2008-02-01,0.1881,503
504 Perth - North East,2008-02-01,0.1934,504
505 Perth - North West,2008-02-01,0.2678,505
506 Perth - South East,2008-02-01,0.2532,506
507 Perth - South West,2008-02-01,0.2621,507
501 Bunbury,2008-02-01,0.2454,501
508 Western Australia - Outback,2008-02-01,0.2097,508
509 Western Australia - Wheat Belt,2008-02-01,0.1765,509
601 Hobart,2008-02-01,0.1976,601
602 Launceston and North East,2008-02-01,0.2588,602
603 Tasmania - South East,2008-02-01,0.2076,603
604 Tasmania - West and North West,2008-02-01,0.1567,604
701 Darwin,2008-02-01,0.2112,701
702 Northern Territory - Outback,2008-02-01,0.2541,702
801 Australian Capital Territory,2008-02-01,0.1646,801
102 Central Coast,2009-02-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2009-02-01,0.2293,115
116 Sydney - Blacktown,2009-02-01,0.2681,116
117 Sydney - City and Inner South,2009-02-01,0.2277,117
118 Sydney - Eastern Suburbs,2009-02-01,0.2261,118
119 Sydney - Inner South West,2009-02-01,0.2352,119
120 Sydney - Inner West,2009-02-01,0.2743,120
121 Sydney - North Sydney and Hornsby,2009-02-01,0.2566,121
122 Sydney - Northern Beaches,2009-02-01,0.2202,122
123 Sydney - Outer South West,2009-02-01,0.2075,123
124 Sydney - Outer West and Blue Mountains,2009-02-01,0.3105,124
125 Sydney - Parramatta,2009-02-01,0.2691,125
126 Sydney - Ryde,2009-02-01,0.2796,126
127 Sydney - South West,2009-02-01,0.3002,127
128 Sydney - Sutherland,2009-02-01,0.2634,128
101 Capital Region,2009-02-01,0.2824,101
103 New South Wales - Central West,2009-02-01,0.2174,103
104 Coffs Harbour - Grafton,2009-02-01,0.2565,104
105 Far West and Orana,2009-02-01,0.2521,105
106 Hunter Valley exc Newcastle,2009-02-01,0.2402,106
107 Illawarra,2009-02-01,0.2333,107
108 Mid North Coast,2009-02-01,0.2494,108
109 Murray,2009-02-01,0.28,109
110 New England and North West,2009-02-01,0.2122,110
111 Newcastle and Lake Macquarie,2009-02-01,0.1804,111
112 Richmond - Tweed,2009-02-01,0.2591,112
113 Riverina,2009-02-01,0.2185,113
114 Southern Highlands and Shoalhaven,2009-02-01,0.224,114
206 Melbourne - Inner,2009-02-01,0.2386,206
207 Melbourne - Inner East,2009-02-01,0.2261,207
208 Melbourne - Inner South,2009-02-01,0.2652,208
209 Melbourne - North East,2009-02-01,0.264,209
210 Melbourne - North West,2009-02-01,0.2534,210
211 Melbourne - Outer East,2009-02-01,0.2677,211
212 Melbourne - South East,2009-02-01,0.2569,212
213 Melbourne - West,2009-02-01,0.2749,213
214 Mornington Peninsula,2009-02-01,0.2546,214
201 Ballarat,2009-02-01,0.3109,201
202 Bendigo,2009-02-01,0.2188,202
203 Geelong,2009-02-01,0.2071,203
204 Hume,2009-02-01,0.2579,204
205 Latrobe - Gippsland,2009-02-01,0.179,205
215 Victoria - North West,2009-02-01,0.1931,215
216 Shepparton,2009-02-01,0.2021,216
217 Warrnambool and South West,2009-02-01,0.163,217
301 Brisbane - East,2009-02-01,0.2004,301
302 Brisbane - North,2009-02-01,0.3181,302
303 Brisbane - South,2009-02-01,0.2752,303
304 Brisbane - West,2009-02-01,0.2917,304
305 Brisbane Inner City,2009-02-01,0.2357,305
310 Ipswich,2009-02-01,0.2195,310
311 Logan - Beaudesert,2009-02-01,0.2578,311
313 Moreton Bay - North,2009-02-01,0.2686,313
314 Moreton Bay - South,2009-02-01,0.267,314
306 Cairns,2009-02-01,0.2785,306
307 Darling Downs - Maranoa,2009-02-01,0.2554,307
308 Fitzroy,2009-02-01,0.1848,308
309 Gold Coast,2009-02-01,0.2105,309
312 Mackay,2009-02-01,0.2774,312
315 Queensland - Outback,2009-02-01,0.2289,315
316 Sunshine Coast,2009-02-01,0.1218,316
317 Toowoomba,2009-02-01,0.2795,317
318 Townsville,2009-02-01,0.3056,318
319 Wide Bay,2009-02-01,0.2554,319
401 Adelaide - Central and Hills,2009-02-01,0.2258,401
402 Adelaide - North,2009-02-01,0.2456,402
403 Adelaide - South,2009-02-01,0.256,403
404 Adelaide - West,2009-02-01,0.2553,404
405 Barossa - Yorke - Mid North,2009-02-01,0.2818,405
406 South Australia - Outback,2009-02-01,0.1712,406
407 South Australia - South East,2009-02-01,0.1791,407
502 Mandurah,2009-02-01,0.1771,502
503 Perth - Inner,2009-02-01,0.2178,503
504 Perth - North East,2009-02-01,0.2232,504
505 Perth - North West,2009-02-01,0.2355,505
506 Perth - South East,2009-02-01,0.2801,506
507 Perth - South West,2009-02-01,0.2389,507
501 Bunbury,2009-02-01,0.2227,501
508 Western Australia - Outback,2009-02-01,0.2367,508
509 Western Australia - Wheat Belt,2009-02-01,0.1589,509
601 Hobart,2009-02-01,0.169,601
602 Launceston and North East,2009-02-01,0.2539,602
603 Tasmania - South East,2009-02-01,0.2428,603
604 Tasmania - West and North West,2009-02-01,0.1854,604
701 Darwin,2009-02-01,0.1974,701
702 Northern Territory - Outback,2009-02-01,0.2576,702
801 Australian Capital Territory,2009-02-01,0.1868,801
102 Central Coast,2010-02-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2010-02-01,0.2782,115
116 Sydney - Blacktown,2010-02-01,0.2805,116
117 Sydney - City and Inner South,2010-02-01,0.2591,117
118 Sydney - Eastern Suburbs,2010-02-01,0.2089,118
119 Sydney - Inner South West,2010-02-01,0.2146,119
120 Sydney - Inner West,2010-02-01,0.2943,120
121 Sydney - North Sydney and Hornsby,2010-02-01,0.2447,121
122 Sydney - Northern Beaches,2010-02-01,0.2136,122
123 Sydney - Outer South West,2010-02-01,0.2265,123
124 Sydney - Outer West and Blue Mountains,2010-02-01,0.3113,124
125 Sydney - Parramatta,2010-02-01,0.2452,125
126 Sydney - Ryde,2010-02-01,0.266,126
127 Sydney - South West,2010-02-01,0.2479,127
128 Sydney - Sutherland,2010-02-01,0.2859,128
101 Capital Region,2010-02-01,0.2889,101
103 New South Wales - Central West,2010-02-01,0.2433,103
104 Coffs Harbour - Grafton,2010-02-01,0.2265,104
105 Far West and Orana,2010-02-01,0.2669,105
106 Hunter Valley exc Newcastle,2010-02-01,0.1764,106
107 Illawarra,2010-02-01,0.1996,107
108 Mid North Coast,2010-02-01,0.2421,108
109 Murray,2010-02-01,0.2451,109
110 New England and North West,2010-02-01,0.2347,110
111 Newcastle and Lake Macquarie,2010-02-01,0.1802,111
112 Richmond - Tweed,2010-02-01,0.276,112
113 Riverina,2010-02-01,0.2151,113
114 Southern Highlands and Shoalhaven,2010-02-01,0.2072,114
206 Melbourne - Inner,2010-02-01,0.2703,206
207 Melbourne - Inner East,2010-02-01,0.2247,207
208 Melbourne - Inner South,2010-02-01,0.2582,208
209 Melbourne - North East,2010-02-01,0.2714,209
210 Melbourne - North West,2010-02-01,0.2662,210
211 Melbourne - Outer East,2010-02-01,0.27,211
212 Melbourne - South East,2010-02-01,0.273,212
213 Melbourne - West,2010-02-01,0.2609,213
214 Mornington Peninsula,2010-02-01,0.2712,214
201 Ballarat,2010-02-01,0.2536,201
202 Bendigo,2010-02-01,0.1873,202
203 Geelong,2010-02-01,0.2604,203
204 Hume,2010-02-01,0.2289,204
205 Latrobe - Gippsland,2010-02-01,0.201,205
215 Victoria - North West,2010-02-01,0.1734,215
216 Shepparton,2010-02-01,0.2126,216
217 Warrnambool and South West,2010-02-01,0.1782,217
301 Brisbane - East,2010-02-01,0.1753,301
302 Brisbane - North,2010-02-01,0.2718,302
303 Brisbane - South,2010-02-01,0.2733,303
304 Brisbane - West,2010-02-01,0.2832,304
305 Brisbane Inner City,2010-02-01,0.2146,305
310 Ipswich,2010-02-01,0.2315,310
311 Logan - Beaudesert,2010-02-01,0.2502,311
313 Moreton Bay - North,2010-02-01,0.2847,313
314 Moreton Bay - South,2010-02-01,0.2574,314
306 Cairns,2010-02-01,0.2859,306
307 Darling Downs - Maranoa,2010-02-01,0.2351,307
308 Fitzroy,2010-02-01,0.1899,308
309 Gold Coast,2010-02-01,0.2205,309
312 Mackay,2010-02-01,0.2843,312
315 Queensland - Outback,2010-02-01,0.2267,315
316 Sunshine Coast,2010-02-01,0.1318,316
317 Toowoomba,2010-02-01,0.2282,317
318 Townsville,2010-02-01,0.2416,318
319 Wide Bay,2010-02-01,0.2547,319
401 Adelaide - Central and Hills,2010-02-01,0.2148,401
402 Adelaide - North,2010-02-01,0.242,402
403 Adelaide - South,2010-02-01,0.2548,403
404 Adelaide - West,2010-02-01,0.2604,404
405 Barossa - Yorke - Mid North,2010-02-01,0.2752,405
406 South Australia - Outback,2010-02-01,0.1855,406
407 South Australia - South East,2010-02-01,0.1972,407
502 Mandurah,2010-02-01,0.1825,502
503 Perth - Inner,2010-02-01,0.2322,503
504 Perth - North East,2010-02-01,0.2053,504
505 Perth - North West,2010-02-01,0.262,505
506 Perth - South East,2010-02-01,0.2569,506
507 Perth - South West,2010-02-01,0.223,507
501 Bunbury,2010-02-01,0.2369,501
508 Western Australia - Outback,2010-02-01,0.2369,508
509 Western Australia - Wheat Belt,2010-02-01,0.168,509
601 Hobart,2010-02-01,0.2181,601
602 Launceston and North East,2010-02-01,0.2599,602
603 Tasmania - South East,2010-02-01,0.2493,603
604 Tasmania - West and North West,2010-02-01,0.2252,604
701 Darwin,2010-02-01,0.2004,701
702 Northern Territory - Outback,2010-02-01,0.2549,702
801 Australian Capital Territory,2010-02-01,0.1831,801
102 Central Coast,2011-02-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2011-02-01,0.288,115
116 Sydney - Blacktown,2011-02-01,0.246,116
117 Sydney - City and Inner South,2011-02-01,0.2912,117
118 Sydney - Eastern Suburbs,2011-02-01,0.2174,118
119 Sydney - Inner South West,2011-02-01,0.2209,119
120 Sydney - Inner West,2011-02-01,0.2923,120
121 Sydney - North Sydney and Hornsby,2011-02-01,0.2528,121
122 Sydney - Northern Beaches,2011-02-01,0.2187,122
123 Sydney - Outer South West,2011-02-01,0.2221,123
124 Sydney - Outer West and Blue Mountains,2011-02-01,0.2443,124
125 Sydney - Parramatta,2011-02-01,0.248,125
126 Sydney - Ryde,2011-02-01,0.2664,126
127 Sydney - South West,2011-02-01,0.2604,127
128 Sydney - Sutherland,2011-02-01,0.2716,128
101 Capital Region,2011-02-01,0.2789,101
103 New South Wales - Central West,2011-02-01,0.2266,103
104 Coffs Harbour - Grafton,2011-02-01,0.186,104
105 Far West and Orana,2011-02-01,0.2408,105
106 Hunter Valley exc Newcastle,2011-02-01,0.1774,106
107 Illawarra,2011-02-01,0.2334,107
108 Mid North Coast,2011-02-01,0.2436,108
109 Murray,2011-02-01,0.2469,109
110 New England and North West,2011-02-01,0.1912,110
111 Newcastle and Lake Macquarie,2011-02-01,0.2246,111
112 Richmond - Tweed,2011-02-01,0.2444,112
113 Riverina,2011-02-01,0.2226,113
114 Southern Highlands and Shoalhaven,2011-02-01,0.1933,114
206 Melbourne - Inner,2011-02-01,0.1696,206
207 Melbourne - Inner East,2011-02-01,0.2065,207
208 Melbourne - Inner South,2011-02-01,0.2471,208
209 Melbourne - North East,2011-02-01,0.2708,209
210 Melbourne - North West,2011-02-01,0.2583,210
211 Melbourne - Outer East,2011-02-01,0.2806,211
212 Melbourne - South East,2011-02-01,0.2702,212
213 Melbourne - West,2011-02-01,0.2525,213
214 Mornington Peninsula,2011-02-01,0.2745,214
201 Ballarat,2011-02-01,0.2614,201
202 Bendigo,2011-02-01,0.2158,202
203 Geelong,2011-02-01,0.2474,203
204 Hume,2011-02-01,0.2436,204
205 Latrobe - Gippsland,2011-02-01,0.2,205
215 Victoria - North West,2011-02-01,0.1928,215
216 Shepparton,2011-02-01,0.197,216
217 Warrnambool and South West,2011-02-01,0.2046,217
301 Brisbane - East,2011-02-01,0.184,301
302 Brisbane - North,2011-02-01,0.2746,302
303 Brisbane - South,2011-02-01,0.2882,303
304 Brisbane - West,2011-02-01,0.2666,304
305 Brisbane Inner City,2011-02-01,0.2554,305
310 Ipswich,2011-02-01,0.2444,310
311 Logan - Beaudesert,2011-02-01,0.2551,311
313 Moreton Bay - North,2011-02-01,0.2669,313
314 Moreton Bay - South,2011-02-01,0.2664,314
306 Cairns,2011-02-01,0.289,306
307 Darling Downs - Maranoa,2011-02-01,0.2618,307
308 Fitzroy,2011-02-01,0.2108,308
309 Gold Coast,2011-02-01,0.1991,309
312 Mackay,2011-02-01,0.2454,312
315 Queensland - Outback,2011-02-01,0.1949,315
316 Sunshine Coast,2011-02-01,0.1746,316
317 Toowoomba,2011-02-01,0.2491,317
318 Townsville,2011-02-01,0.2608,318
319 Wide Bay,2011-02-01,0.2499,319
401 Adelaide - Central and Hills,2011-02-01,0.2277,401
402 Adelaide - North,2011-02-01,0.2489,402
403 Adelaide - South,2011-02-01,0.2687,403
404 Adelaide - West,2011-02-01,0.2655,404
405 Barossa - Yorke - Mid North,2011-02-01,0.2857,405
406 South Australia - Outback,2011-02-01,0.1646,406
407 South Australia - South East,2011-02-01,0.1779,407
502 Mandurah,2011-02-01,0.1884,502
503 Perth - Inner,2011-02-01,0.2448,503
504 Perth - North East,2011-02-01,0.2114,504
505 Perth - North West,2011-02-01,0.2164,505
506 Perth - South East,2011-02-01,0.2612,506
507 Perth - South West,2011-02-01,0.2519,507
501 Bunbury,2011-02-01,0.2239,501
508 Western Australia - Outback,2011-02-01,0.2057,508
509 Western Australia - Wheat Belt,2011-02-01,0.1797,509
601 Hobart,2011-02-01,0.1789,601
602 Launceston and North East,2011-02-01,0.2633,602
603 Tasmania - South East,2011-02-01,0.2437,603
