Labour market region (SA4): ASGS (2011),Date,Percent of part time workers,sa4_code_2011
201 Ballarat,1/5/05,25.16,201
202 Bendigo,1/5/05,26.85,202
203 Geelong,1/5/05,30.34,203
204 Hume,1/5/05,28.77,204
205 Latrobe - Gippsland,1/5/05,34.35,205
215 Victoria - North West,1/5/05,31.43,215
216 Shepparton,1/5/05,31.58,216
217 Warrnambool and South West,1/5/05,28.76,217
301 Brisbane - East,1/5/05,32.63,301
302 Brisbane - North,1/5/05,24.27,302
303 Brisbane - South,1/5/05,30.48,303
304 Brisbane - West,1/5/05,34.23,304
305 Brisbane Inner City,1/5/05,49.22,305
310 Ipswich,1/5/05,47.56,310
311 Logan - Beaudesert,1/5/05,18.38,311
313 Moreton Bay - North,1/5/05,17.67,313
314 Moreton Bay - South,1/5/05,22.92,314
306 Cairns,1/5/05,27.5,306
307 Darling Downs - Maranoa,1/5/05,25.24,307
308 Fitzroy,1/5/05,34.1,308
309 Gold Coast,1/5/05,27.03,309
312 Mackay,1/5/05,28.92,312
315 Queensland - Outback,1/5/05,28.77,315
316 Sunshine Coast,1/5/05,29.91,316
317 Toowoomba,1/5/05,23.08,317
318 Townsville,1/5/05,27.65,318
319 Wide Bay,1/5/05,25.47,319
401 Adelaide - Central and Hills,1/5/05,28.27,401
402 Adelaide - North,1/5/05,43.39,402
403 Adelaide - South,1/5/05,20.79,403
404 Adelaide - West,1/5/05,30.35,404
405 Barossa - Yorke - Mid North,1/5/05,28.93,405
406 South Australia - Outback,1/5/05,33.02,406
407 South Australia - South East,1/5/05,30.2,407
502 Mandurah,1/5/05,31.86,502
503 Perth - Inner,1/5/05,18.74,503
504 Perth - North East,1/5/05,53.12,504
505 Perth - North West,1/5/05,27.5,505
506 Perth - South East,1/5/05,29.67,506
507 Perth - South West,1/5/05,26.86,507
501 Bunbury,1/5/05,30.52,501
508 Western Australia - Outback,1/5/05,25.23,508
509 Western Australia - Wheat Belt,1/5/05,28.25,509
601 Hobart,1/5/05,36.23,601
602 Launceston and North East,1/5/05,35.15,602
603 Tasmania - South East,1/5/05,28.96,603
604 Tasmania - West and North West,1/5/05,27.57,604
701 Darwin,1/5/05,26.9,701
702 Northern Territory - Outback,1/5/05,30.09,702
801 Australian Capital Territory,1/5/05,31.85,801
102 Central Coast,1/5/06,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/5/06,28.91,115
116 Sydney - Blacktown,1/5/06,40.63,116
117 Sydney - City and Inner South,1/5/06,21.94,117
118 Sydney - Eastern Suburbs,1/5/06,44.89,118
119 Sydney - Inner South West,1/5/06,55.2,119
120 Sydney - Inner West,1/5/06,28.51,120
121 Sydney - North Sydney and Hornsby,1/5/06,44.12,121
122 Sydney - Northern Beaches,1/5/06,53.04,122
123 Sydney - Outer South West,1/5/06,44.48,123
124 Sydney - Outer West and Blue Mountains,1/5/06,25.37,124
125 Sydney - Parramatta,1/5/06,27.59,125
126 Sydney - Ryde,1/5/06,31.47,126
127 Sydney - South West,1/5/06,49.14,127
128 Sydney - Sutherland,1/5/06,23.71,128
101 Capital Region,1/5/06,35.07,101
103 New South Wales - Central West,1/5/06,32.24,103
104 Coffs Harbour - Grafton,1/5/06,33.88,104
105 Far West and Orana,1/5/06,25.98,105
106 Hunter Valley exc Newcastle,1/5/06,37.63,106
107 Illawarra,1/5/06,22.67,107
108 Mid North Coast,1/5/06,29.82,108
109 Murray,1/5/06,25.67,109
110 New England and North West,1/5/06,28.9,110
111 Newcastle and Lake Macquarie,1/5/06,31.31,111
112 Richmond - Tweed,1/5/06,27.57,112
113 Riverina,1/5/06,32.68,113
114 Southern Highlands and Shoalhaven,1/5/06,34.59,114
206 Melbourne - Inner,1/5/06,33.18,206
207 Melbourne - Inner East,1/5/06,52.48,207
208 Melbourne - Inner South,1/5/06,48.84,208
209 Melbourne - North East,1/5/06,46.91,209
210 Melbourne - North West,1/5/06,30.05,210
211 Melbourne - Outer East,1/5/06,22.08,211
212 Melbourne - South East,1/5/06,30.66,212
213 Melbourne - West,1/5/06,27.31,213
214 Mornington Peninsula,1/5/06,24.21,214
201 Ballarat,1/5/06,23.59,201
202 Bendigo,1/5/06,32.36,202
203 Geelong,1/5/06,34.68,203
204 Hume,1/5/06,32.17,204
205 Latrobe - Gippsland,1/5/06,32.05,205
215 Victoria - North West,1/5/06,29.56,215
216 Shepparton,1/5/06,40.18,216
217 Warrnambool and South West,1/5/06,25.31,217
301 Brisbane - East,1/5/06,34.11,301
302 Brisbane - North,1/5/06,27.43,302
303 Brisbane - South,1/5/06,31.01,303
304 Brisbane - West,1/5/06,38.42,304
305 Brisbane Inner City,1/5/06,44.72,305
310 Ipswich,1/5/06,51.11,310
311 Logan - Beaudesert,1/5/06,19.76,311
313 Moreton Bay - North,1/5/06,18.87,313
314 Moreton Bay - South,1/5/06,21.44,314
306 Cairns,1/5/06,28.15,306
307 Darling Downs - Maranoa,1/5/06,25.28,307
308 Fitzroy,1/5/06,31.16,308
309 Gold Coast,1/5/06,25.4,309
312 Mackay,1/5/06,29.08,312
315 Queensland - Outback,1/5/06,25.23,315
316 Sunshine Coast,1/5/06,25.58,316
317 Toowoomba,1/5/06,29.02,317
318 Townsville,1/5/06,30.72,318
319 Wide Bay,1/5/06,26.01,319
401 Adelaide - Central and Hills,1/5/06,30.53,401
402 Adelaide - North,1/5/06,44.51,402
403 Adelaide - South,1/5/06,21.64,403
404 Adelaide - West,1/5/06,30.7,404
405 Barossa - Yorke - Mid North,1/5/06,32.16,405
406 South Australia - Outback,1/5/06,28.54,406
407 South Australia - South East,1/5/06,27.3,407
502 Mandurah,1/5/06,30.48,502
503 Perth - Inner,1/5/06,17.07,503
504 Perth - North East,1/5/06,59.85,504
505 Perth - North West,1/5/06,27.43,505
506 Perth - South East,1/5/06,29.21,506
507 Perth - South West,1/5/06,27.88,507
501 Bunbury,1/5/06,29.53,501
508 Western Australia - Outback,1/5/06,27.88,508
509 Western Australia - Wheat Belt,1/5/06,31.07,509
601 Hobart,1/5/06,33.71,601
602 Launceston and North East,1/5/06,33.17,602
603 Tasmania - South East,1/5/06,28.72,603
604 Tasmania - West and North West,1/5/06,30.24,604
701 Darwin,1/5/06,24.55,701
702 Northern Territory - Outback,1/5/06,30.01,702
801 Australian Capital Territory,1/5/06,27.67,801
102 Central Coast,1/5/07,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/5/07,24.31,115
116 Sydney - Blacktown,1/5/07,44.1,116
117 Sydney - City and Inner South,1/5/07,23.34,117
118 Sydney - Eastern Suburbs,1/5/07,46.22,118
119 Sydney - Inner South West,1/5/07,53.11,119
120 Sydney - Inner West,1/5/07,29.46,120
121 Sydney - North Sydney and Hornsby,1/5/07,47.89,121
122 Sydney - Northern Beaches,1/5/07,53.86,122
123 Sydney - Outer South West,1/5/07,43.86,123
124 Sydney - Outer West and Blue Mountains,1/5/07,23.23,124
125 Sydney - Parramatta,1/5/07,31.36,125
126 Sydney - Ryde,1/5/07,31.56,126
127 Sydney - South West,1/5/07,49.52,127
128 Sydney - Sutherland,1/5/07,22.38,128
101 Capital Region,1/5/07,35.46,101
103 New South Wales - Central West,1/5/07,29.51,103
104 Coffs Harbour - Grafton,1/5/07,33.06,104
105 Far West and Orana,1/5/07,27.48,105
106 Hunter Valley exc Newcastle,1/5/07,36.65,106
107 Illawarra,1/5/07,22.14,107
108 Mid North Coast,1/5/07,24.98,108
109 Murray,1/5/07,23.6,109
110 New England and North West,1/5/07,27.88,110
111 Newcastle and Lake Macquarie,1/5/07,34.53,111
112 Richmond - Tweed,1/5/07,29.32,112
113 Riverina,1/5/07,32.29,113
114 Southern Highlands and Shoalhaven,1/5/07,33.66,114
206 Melbourne - Inner,1/5/07,30.03,206
207 Melbourne - Inner East,1/5/07,50.51,207
208 Melbourne - Inner South,1/5/07,50.54,208
209 Melbourne - North East,1/5/07,48.8,209
210 Melbourne - North West,1/5/07,31.26,210
211 Melbourne - Outer East,1/5/07,23.5,211
212 Melbourne - South East,1/5/07,29.94,212
213 Melbourne - West,1/5/07,27.11,213
214 Mornington Peninsula,1/5/07,25.05,214
201 Ballarat,1/5/07,27.45,201
202 Bendigo,1/5/07,28.46,202
203 Geelong,1/5/07,30.96,203
204 Hume,1/5/07,31.13,204
205 Latrobe - Gippsland,1/5/07,28.79,205
215 Victoria - North West,1/5/07,26.71,215
216 Shepparton,1/5/07,39.2,216
217 Warrnambool and South West,1/5/07,37.93,217
301 Brisbane - East,1/5/07,34.95,301
302 Brisbane - North,1/5/07,27.04,302
303 Brisbane - South,1/5/07,26.76,303
304 Brisbane - West,1/5/07,36.55,304
305 Brisbane Inner City,1/5/07,45.78,305
310 Ipswich,1/5/07,50.25,310
311 Logan - Beaudesert,1/5/07,20.33,311
313 Moreton Bay - North,1/5/07,19.67,313
314 Moreton Bay - South,1/5/07,20.16,314
306 Cairns,1/5/07,26.89,306
307 Darling Downs - Maranoa,1/5/07,25.71,307
308 Fitzroy,1/5/07,33.87,308
309 Gold Coast,1/5/07,24.23,309
312 Mackay,1/5/07,27.71,312
315 Queensland - Outback,1/5/07,26.83,315
316 Sunshine Coast,1/5/07,29.06,316
317 Toowoomba,1/5/07,26.72,317
318 Townsville,1/5/07,30.81,318
319 Wide Bay,1/5/07,22.89,319
401 Adelaide - Central and Hills,1/5/07,27.54,401
402 Adelaide - North,1/5/07,46.52,402
403 Adelaide - South,1/5/07,22.18,403
404 Adelaide - West,1/5/07,31,404
405 Barossa - Yorke - Mid North,1/5/07,30.57,405
406 South Australia - Outback,1/5/07,32.11,406
407 South Australia - South East,1/5/07,23.62,407
502 Mandurah,1/5/07,32.96,502
503 Perth - Inner,1/5/07,22.03,503
504 Perth - North East,1/5/07,54.37,504
505 Perth - North West,1/5/07,25.6,505
506 Perth - South East,1/5/07,31.18,506
507 Perth - South West,1/5/07,30.2,507
501 Bunbury,1/5/07,29.39,501
508 Western Australia - Outback,1/5/07,24.35,508
509 Western Australia - Wheat Belt,1/5/07,25.94,509
601 Hobart,1/5/07,33.94,601
602 Launceston and North East,1/5/07,33.45,602
603 Tasmania - South East,1/5/07,30.04,603
604 Tasmania - West and North West,1/5/07,33.4,604
701 Darwin,1/5/07,23.82,701
702 Northern Territory - Outback,1/5/07,32.92,702
801 Australian Capital Territory,1/5/07,31.11,801
102 Central Coast,1/5/08,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/5/08,25.31,115
116 Sydney - Blacktown,1/5/08,41.51,116
117 Sydney - City and Inner South,1/5/08,25.2,117
118 Sydney - Eastern Suburbs,1/5/08,48.44,118
119 Sydney - Inner South West,1/5/08,53.14,119
120 Sydney - Inner West,1/5/08,27.16,120
121 Sydney - North Sydney and Hornsby,1/5/08,46.08,121
122 Sydney - Northern Beaches,1/5/08,58.06,122
123 Sydney - Outer South West,1/5/08,46.41,123
124 Sydney - Outer West and Blue Mountains,1/5/08,21.98,124
125 Sydney - Parramatta,1/5/08,30.14,125
126 Sydney - Ryde,1/5/08,31.06,126
127 Sydney - South West,1/5/08,51.43,127
128 Sydney - Sutherland,1/5/08,20.7,128
101 Capital Region,1/5/08,37.87,101
103 New South Wales - Central West,1/5/08,32.61,103
104 Coffs Harbour - Grafton,1/5/08,30.65,104
105 Far West and Orana,1/5/08,27.79,105
106 Hunter Valley exc Newcastle,1/5/08,39.98,106
107 Illawarra,1/5/08,19.88,107
108 Mid North Coast,1/5/08,28.4,108
109 Murray,1/5/08,26.26,109
110 New England and North West,1/5/08,26.17,110
111 Newcastle and Lake Macquarie,1/5/08,40.82,111
112 Richmond - Tweed,1/5/08,31.75,112
113 Riverina,1/5/08,31.69,113
114 Southern Highlands and Shoalhaven,1/5/08,30.33,114
206 Melbourne - Inner,1/5/08,32.87,206
207 Melbourne - Inner East,1/5/08,53.64,207
208 Melbourne - Inner South,1/5/08,48.58,208
209 Melbourne - North East,1/5/08,50.47,209
210 Melbourne - North West,1/5/08,31.15,210
211 Melbourne - Outer East,1/5/08,26.5,211
212 Melbourne - South East,1/5/08,33.08,212
213 Melbourne - West,1/5/08,27.15,213
214 Mornington Peninsula,1/5/08,24.56,214
201 Ballarat,1/5/08,25.58,201
202 Bendigo,1/5/08,24.29,202
203 Geelong,1/5/08,33.14,203
204 Hume,1/5/08,32.85,204
205 Latrobe - Gippsland,1/5/08,27.92,205
215 Victoria - North West,1/5/08,28.56,215
216 Shepparton,1/5/08,35.4,216
217 Warrnambool and South West,1/5/08,29.98,217
301 Brisbane - East,1/5/08,30.51,301
302 Brisbane - North,1/5/08,25.18,302
303 Brisbane - South,1/5/08,30.32,303
304 Brisbane - West,1/5/08,37.48,304
305 Brisbane Inner City,1/5/08,49.46,305
310 Ipswich,1/5/08,50.3,310
311 Logan - Beaudesert,1/5/08,22.6,311
313 Moreton Bay - North,1/5/08,22.41,313
314 Moreton Bay - South,1/5/08,23.31,314
306 Cairns,1/5/08,32.41,306
307 Darling Downs - Maranoa,1/5/08,25.87,307
308 Fitzroy,1/5/08,35.18,308
309 Gold Coast,1/5/08,24.74,309
312 Mackay,1/5/08,26.92,312
315 Queensland - Outback,1/5/08,27.69,315
316 Sunshine Coast,1/5/08,31.75,316
317 Toowoomba,1/5/08,31.19,317
318 Townsville,1/5/08,29.84,318
319 Wide Bay,1/5/08,25.17,319
401 Adelaide - Central and Hills,1/5/08,29.13,401
402 Adelaide - North,1/5/08,44.37,402
403 Adelaide - South,1/5/08,25.28,403
404 Adelaide - West,1/5/08,31.52,404
405 Barossa - Yorke - Mid North,1/5/08,29.74,405
406 South Australia - Outback,1/5/08,33.01,406
407 South Australia - South East,1/5/08,26.67,407
502 Mandurah,1/5/08,28.87,502
503 Perth - Inner,1/5/08,23.63,503
504 Perth - North East,1/5/08,59.84,504
505 Perth - North West,1/5/08,26,505
506 Perth - South East,1/5/08,34.19,506
507 Perth - South West,1/5/08,29.07,507
501 Bunbury,1/5/08,32.1,501
508 Western Australia - Outback,1/5/08,24.2,508
509 Western Australia - Wheat Belt,1/5/08,27.21,509
601 Hobart,1/5/08,34.49,601
602 Launceston and North East,1/5/08,34.16,602
603 Tasmania - South East,1/5/08,30.16,603
604 Tasmania - West and North West,1/5/08,30.2,604
701 Darwin,1/5/08,23.69,701
702 Northern Territory - Outback,1/5/08,34.09,702
801 Australian Capital Territory,1/5/08,25.78,801
102 Central Coast,1/5/09,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/5/09,28.72,115
116 Sydney - Blacktown,1/5/09,42.82,116
117 Sydney - City and Inner South,1/5/09,24.52,117
118 Sydney - Eastern Suburbs,1/5/09,51.4,118
119 Sydney - Inner South West,1/5/09,51.48,119
120 Sydney - Inner West,1/5/09,27.27,120
121 Sydney - North Sydney and Hornsby,1/5/09,45.33,121
122 Sydney - Northern Beaches,1/5/09,57.17,122
123 Sydney - Outer South West,1/5/09,45.69,123
124 Sydney - Outer West and Blue Mountains,1/5/09,25.21,124
125 Sydney - Parramatta,1/5/09,29.6,125
126 Sydney - Ryde,1/5/09,35.4,126
127 Sydney - South West,1/5/09,46.86,127
128 Sydney - Sutherland,1/5/09,20.7,128
101 Capital Region,1/5/09,34.87,101
103 New South Wales - Central West,1/5/09,41.22,103
104 Coffs Harbour - Grafton,1/5/09,23.79,104
105 Far West and Orana,1/5/09,29.83,105
106 Hunter Valley exc Newcastle,1/5/09,43.76,106
107 Illawarra,1/5/09,24.19,107
108 Mid North Coast,1/5/09,28.16,108
109 Murray,1/5/09,29.26,109
110 New England and North West,1/5/09,33.19,110
111 Newcastle and Lake Macquarie,1/5/09,33.12,111
112 Richmond - Tweed,1/5/09,30.9,112
113 Riverina,1/5/09,30.17,113
114 Southern Highlands and Shoalhaven,1/5/09,23.37,114
206 Melbourne - Inner,1/5/09,29.5,206
207 Melbourne - Inner East,1/5/09,52.75,207
208 Melbourne - Inner South,1/5/09,47.73,208
209 Melbourne - North East,1/5/09,49.11,209
210 Melbourne - North West,1/5/09,33.71,210
211 Melbourne - Outer East,1/5/09,24.06,211
212 Melbourne - South East,1/5/09,34.17,212
213 Melbourne - West,1/5/09,27.84,213
214 Mornington Peninsula,1/5/09,28.3,214
201 Ballarat,1/5/09,25.29,201
202 Bendigo,1/5/09,27.11,202
203 Geelong,1/5/09,33.84,203
204 Hume,1/5/09,29.8,204
205 Latrobe - Gippsland,1/5/09,27.69,205
215 Victoria - North West,1/5/09,31.89,215
216 Shepparton,1/5/09,30.45,216
217 Warrnambool and South West,1/5/09,31.56,217
301 Brisbane - East,1/5/09,26.42,301
302 Brisbane - North,1/5/09,27.85,302
303 Brisbane - South,1/5/09,31.53,303
304 Brisbane - West,1/5/09,36.27,304
305 Brisbane Inner City,1/5/09,57.47,305
310 Ipswich,1/5/09,50.74,310
311 Logan - Beaudesert,1/5/09,21.66,311
313 Moreton Bay - North,1/5/09,21.47,313
314 Moreton Bay - South,1/5/09,23.86,314
306 Cairns,1/5/09,35.1,306
307 Darling Downs - Maranoa,1/5/09,21.12,307
308 Fitzroy,1/5/09,34.51,308
309 Gold Coast,1/5/09,19.27,309
312 Mackay,1/5/09,27.36,312
315 Queensland - Outback,1/5/09,27.95,315
316 Sunshine Coast,1/5/09,31.19,316
317 Toowoomba,1/5/09,29.88,317
318 Townsville,1/5/09,29.17,318
319 Wide Bay,1/5/09,26.45,319
401 Adelaide - Central and Hills,1/5/09,25.18,401
402 Adelaide - North,1/5/09,46.56,402
403 Adelaide - South,1/5/09,24.04,403
404 Adelaide - West,1/5/09,31.32,404
405 Barossa - Yorke - Mid North,1/5/09,29.65,405
406 South Australia - Outback,1/5/09,32.97,406
407 South Australia - South East,1/5/09,31.31,407
502 Mandurah,1/5/09,36.19,502
503 Perth - Inner,1/5/09,21.22,503
504 Perth - North East,1/5/09,50.32,504
505 Perth - North West,1/5/09,29.8,505
506 Perth - South East,1/5/09,31.6,506
507 Perth - South West,1/5/09,29.19,507
501 Bunbury,1/5/09,32.83,501
508 Western Australia - Outback,1/5/09,26.67,508
509 Western Australia - Wheat Belt,1/5/09,28.3,509
601 Hobart,1/5/09,31.58,601
602 Launceston and North East,1/5/09,36.47,602
603 Tasmania - South East,1/5/09,30.34,603
604 Tasmania - West and North West,1/5/09,29.66,604
701 Darwin,1/5/09,26.06,701
702 Northern Territory - Outback,1/5/09,34.56,702
801 Australian Capital Territory,1/5/09,30.92,801
102 Central Coast,1/5/10,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/5/10,29.58,115
116 Sydney - Blacktown,1/5/10,44,116
117 Sydney - City and Inner South,1/5/10,26.62,117
118 Sydney - Eastern Suburbs,1/5/10,52.51,118
119 Sydney - Inner South West,1/5/10,55.36,119
120 Sydney - Inner West,1/5/10,31.25,120
121 Sydney - North Sydney and Hornsby,1/5/10,48.06,121
122 Sydney - Northern Beaches,1/5/10,58.89,122
123 Sydney - Outer South West,1/5/10,46.3,123
124 Sydney - Outer West and Blue Mountains,1/5/10,23.8,124
125 Sydney - Parramatta,1/5/10,28.11,125
126 Sydney - Ryde,1/5/10,34.42,126
127 Sydney - South West,1/5/10,47.3,127
128 Sydney - Sutherland,1/5/10,20.46,128
101 Capital Region,1/5/10,39.64,101
103 New South Wales - Central West,1/5/10,37.95,103
104 Coffs Harbour - Grafton,1/5/10,29.06,104
105 Far West and Orana,1/5/10,24.69,105
106 Hunter Valley exc Newcastle,1/5/10,38.55,106
107 Illawarra,1/5/10,26.62,107
108 Mid North Coast,1/5/10,33.53,108
109 Murray,1/5/10,28.95,109
110 New England and North West,1/5/10,30.03,110
111 Newcastle and Lake Macquarie,1/5/10,32.84,111
112 Richmond - Tweed,1/5/10,32.53,112
113 Riverina,1/5/10,30.76,113
114 Southern Highlands and Shoalhaven,1/5/10,29.29,114
206 Melbourne - Inner,1/5/10,32.45,206
207 Melbourne - Inner East,1/5/10,55.64,207
208 Melbourne - Inner South,1/5/10,49.17,208
209 Melbourne - North East,1/5/10,47.09,209
210 Melbourne - North West,1/5/10,36.83,210
211 Melbourne - Outer East,1/5/10,26.13,211
212 Melbourne - South East,1/5/10,34.03,212
213 Melbourne - West,1/5/10,30.24,213
214 Mornington Peninsula,1/5/10,28.96,214
201 Ballarat,1/5/10,29.79,201
202 Bendigo,1/5/10,29.83,202
203 Geelong,1/5/10,33.04,203
204 Hume,1/5/10,31.06,204
205 Latrobe - Gippsland,1/5/10,31.26,205
215 Victoria - North West,1/5/10,33.25,215
216 Shepparton,1/5/10,35.17,216
217 Warrnambool and South West,1/5/10,31.34,217
301 Brisbane - East,1/5/10,29.22,301
302 Brisbane - North,1/5/10,32.35,302
303 Brisbane - South,1/5/10,33.87,303
304 Brisbane - West,1/5/10,36.4,304
305 Brisbane Inner City,1/5/10,50.9,305
310 Ipswich,1/5/10,50.11,310
311 Logan - Beaudesert,1/5/10,21.72,311
313 Moreton Bay - North,1/5/10,20.53,313
314 Moreton Bay - South,1/5/10,25.57,314
306 Cairns,1/5/10,33.22,306
307 Darling Downs - Maranoa,1/5/10,25.8,307
308 Fitzroy,1/5/10,39.33,308
309 Gold Coast,1/5/10,22.7,309
312 Mackay,1/5/10,29.32,312
315 Queensland - Outback,1/5/10,24.11,315
316 Sunshine Coast,1/5/10,30.26,316
317 Toowoomba,1/5/10,32.67,317
318 Townsville,1/5/10,35.48,318
319 Wide Bay,1/5/10,27.1,319
401 Adelaide - Central and Hills,1/5/10,28.23,401
402 Adelaide - North,1/5/10,48.2,402
403 Adelaide - South,1/5/10,25.38,403
404 Adelaide - West,1/5/10,33.39,404
405 Barossa - Yorke - Mid North,1/5/10,31.06,405
406 South Australia - Outback,1/5/10,33.68,406
407 South Australia - South East,1/5/10,28.7,407
502 Mandurah,1/5/10,34.32,502
503 Perth - Inner,1/5/10,20.98,503
504 Perth - North East,1/5/10,50.38,504
505 Perth - North West,1/5/10,30.72,505
506 Perth - South East,1/5/10,31.44,506
507 Perth - South West,1/5/10,29.35,507
501 Bunbury,1/5/10,32.84,501
508 Western Australia - Outback,1/5/10,24.75,508
509 Western Australia - Wheat Belt,1/5/10,26.47,509
601 Hobart,1/5/10,36.99,601
602 Launceston and North East,1/5/10,36.05,602
603 Tasmania - South East,1/5/10,28.24,603
604 Tasmania - West and North West,1/5/10,36.36,604
701 Darwin,1/5/10,25.06,701
702 Northern Territory - Outback,1/5/10,34.24,702
801 Australian Capital Territory,1/5/10,29.51,801
102 Central Coast,1/5/11,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/5/11,28.43,115
116 Sydney - Blacktown,1/5/11,42.47,116
117 Sydney - City and Inner South,1/5/11,27.64,117
118 Sydney - Eastern Suburbs,1/5/11,51.24,118
119 Sydney - Inner South West,1/5/11,53.36,119
120 Sydney - Inner West,1/5/11,30.46,120
121 Sydney - North Sydney and Hornsby,1/5/11,48.02,121
122 Sydney - Northern Beaches,1/5/11,59.67,122
123 Sydney - Outer South West,1/5/11,49.59,123
124 Sydney - Outer West and Blue Mountains,1/5/11,28.62,124
125 Sydney - Parramatta,1/5/11,26.73,125
126 Sydney - Ryde,1/5/11,32.05,126
127 Sydney - South West,1/5/11,47.36,127
128 Sydney - Sutherland,1/5/11,21.91,128
101 Capital Region,1/5/11,38,101
103 New South Wales - Central West,1/5/11,37.2,103
104 Coffs Harbour - Grafton,1/5/11,33.77,104
105 Far West and Orana,1/5/11,28.43,105
106 Hunter Valley exc Newcastle,1/5/11,33.67,106
107 Illawarra,1/5/11,22.06,107
108 Mid North Coast,1/5/11,32.76,108
109 Murray,1/5/11,30.07,109
110 New England and North West,1/5/11,40.09,110
111 Newcastle and Lake Macquarie,1/5/11,32.35,111
112 Richmond - Tweed,1/5/11,31.81,112
113 Riverina,1/5/11,31.38,113
114 Southern Highlands and Shoalhaven,1/5/11,27,114
206 Melbourne - Inner,1/5/11,31.5,206
207 Melbourne - Inner East,1/5/11,53.25,207
